externalId,startDate,isCancelled,teamAName,teamBName,participantAName,participantBName,streamName,tournamentName,matchStatus,teamAScore,teamBScore,elo_a_before,elo_b_before,diff_elo,elo_expected_prob_a
NB178080726,2026-07-08 15:03:00+00:00,False,Charlotte Hornets,Orlando Magic,DIMES,PACIFIER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,55.0,1569.7594021264524,1511.5606698721633,58.1987322542891,0.5829800328530932
NB179080726,2026-07-08 15:07:00+00:00,False,Miami Heat,Brooklyn Nets,ALLFATHER,RAMZ,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,61.0,58.0,1520.0189933253596,1502.7904616301935,17.22853169516611,0.5247735479313894
NB180080726,2026-07-08 15:11:00+00:00,False,Cleveland Cavaliers,Milwaukee Bucks,WOLVERINE,ARCHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,46.0,53.0,1478.7740853631321,1559.7071211498928,-80.93303578676068,0.3855899584504628
NB181080726,2026-07-08 15:15:00+00:00,False,Boston Celtics,Los Angeles Lakers,CHARM,ORDER,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,51.0,54.0,1517.4895205645023,1461.0440944016539,56.445426162848435,0.5805242828383956
NB182080726,2026-07-08 15:19:00+00:00,False,Los Angeles Lakers,Boston Celtics,HORNET,TORCH,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,41.0,44.0,1558.6403826669173,1464.5287203373834,94.11166232953383,0.6322194827325457
NB183080726,2026-07-08 15:31:00+00:00,False,Dallas Mavericks,Denver Nuggets,CHIEF,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,65.0,1542.9890378611838,1530.164107965389,12.824929895794867,0.5184481794805879
NB184080726,2026-07-08 15:35:00+00:00,False,Denver Nuggets,Orlando Magic,TD24,PACIFIER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,45.0,55.0,1559.8163754168875,1518.72315392237,41.093221494517365,0.5588636706428003
NB185080726,2026-07-08 15:39:00+00:00,False,New York Knicks,Los Angeles Lakers,PROWLER,RAMZ,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,40.0,50.0,1427.0001928110207,1496.9518364777682,-69.95164366674749,0.40067004536339634
NB186080726,2026-07-08 15:43:00+00:00,False,Orlando Magic,Denver Nuggets,MACHINE,WOLVERINE,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,45.0,58.0,1469.1745186123744,1471.6680565842257,-2.4935379718513104,0.4964115720101877
NB187080726,2026-07-08 15:47:00+00:00,False,Dallas Mavericks,Charlotte Hornets,ABYSS,ORDER,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,50.0,57.0,1357.004735499764,1468.1764071435475,-111.17167164378361,0.3452565795961779
NB188080726,2026-07-08 15:51:00+00:00,False,Cleveland Cavaliers,Memphis Grizzlies,WARDEN,HORNET,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,40.0,42.0,1459.479958059874,1550.872943464685,-91.39298540481104,0.3714268861088135
NB189080726,2026-07-08 16:03:00+00:00,False,Dallas Mavericks,Orlando Magic,CHIEF,HYPER,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,63.0,61.0,1536.7676597074167,1584.5778796965624,-47.81021998914571,0.43162659628923533
NB190080726,2026-07-08 16:07:00+00:00,False,Denver Nuggets,Charlotte Hornets,TD24,DIMES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,60.0,1547.9398166727901,1562.5969180762456,-14.6571014034555,0.47891923984996376
NB191080726,2026-07-08 16:11:00+00:00,False,Chicago Bulls,Miami Heat,PROWLER,ALLFATHER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,45.0,1418.4854483738216,1525.8576184777849,-107.3721701039633,0.35021736476966836
NB192080726,2026-07-08 16:15:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,MACHINE,ARCHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,54.0,61.0,1457.564170203742,1566.8131499287992,-109.24897972505732,0.34776279567217694
NB193080726,2026-07-08 16:19:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ABYSS,CHARM,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,63.0,69.0,1350.6420096638096,1510.3572078226086,-159.715198158799,0.2850812676300693
NB194080726,2026-07-08 16:23:00+00:00,False,New York Knicks,Boston Celtics,WARDEN,TORCH,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,53.0,43.0,1455.0228354265682,1472.2961595396157,-17.273324113047465,0.4751621492560729
NB195080726,2026-07-08 16:35:00+00:00,False,Denver Nuggets,Charlotte Hornets,HOLLOW,HOGGY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,58.0,1536.385486119156,1552.4671785096361,-16.081692390480157,0.47687309814821904
NB196080726,2026-07-08 16:39:00+00:00,False,Orlando Magic,Dallas Mavericks,PACIFIER,PROTOTYPE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,33.0,42.0,1530.5997126664674,1526.7654344383407,3.8342782281267773,0.5055177459276535
NB197080726,2026-07-08 16:43:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,RAMZ,RIDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,65.0,43.0,1505.4665809149674,1503.290989946486,2.1755909684814014,0.5031308861613701
NB198080726,2026-07-08 16:47:00+00:00,False,Denver Nuggets,Dallas Mavericks,WOLVERINE,ARCHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,57.0,52.0,1483.2784049928582,1573.2220627651457,-89.94365777228745,0.37337679804482954
NB199080726,2026-07-08 16:51:00+00:00,False,Charlotte Hornets,Orlando Magic,ORDER,MARKSMAN,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,60.0,51.0,1474.5391329795018,1482.285997123554,-7.746864144052097,0.48885321352973016
NB200080726,2026-07-08 16:55:00+00:00,False,Memphis Grizzlies,Phoenix Suns,HORNET,TORCH,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,63.0,50.0,1555.3300660979908,1461.1426924367772,94.18737366121354,0.6323208150895085
NB201080726,2026-07-08 17:07:00+00:00,False,Orlando Magic,Charlotte Hornets,HYPER,HOGGY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,66.0,56.0,1577.7573988520332,1543.445561875118,34.311836976915174,0.549218795935074
NB202080726,2026-07-08 17:11:00+00:00,False,Charlotte Hornets,Dallas Mavericks,DIMES,PROTOTYPE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,72.0,62.0,1555.1644372708238,1537.0813226050507,18.08311466577311,0.5260002205565292
NB203080726,2026-07-08 17:15:00+00:00,False,Boston Celtics,Oklahoma City Thunder,ALLFATHER,RIDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,47.0,1517.8743986440597,1489.4838878605872,28.390510783472564,0.5407665335364631
NB204080726,2026-07-08 17:19:00+00:00,False,Dallas Mavericks,Denver Nuggets,ARCHER,WOLVERINE,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,44.0,59.0,1563.2716588447083,1493.2288089132956,70.04284993141277,0.5994560242927831
NB205080726,2026-07-08 17:23:00+00:00,False,Denver Nuggets,Orlando Magic,CHARM,MARKSMAN,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,48.0,72.0,1515.273594070643,1471.8552394924357,43.4183545782073,0.5621607827095517
NB206080726,2026-07-08 17:27:00+00:00,False,Phoenix Suns,Memphis Grizzlies,TORCH,HORNET,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,62.0,61.0,1452.5432082987943,1563.9295502359737,-111.3863419371794,0.3449772881341684
NB207080726,2026-07-08 17:55:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,KARMA,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,51.0,1544.4209761685192,1481.6589477053549,62.76202846316437,0.5893520119735541
NB208080726,2026-07-08 17:59:00+00:00,False,Brooklyn Nets,Miami Heat,TAAPZ,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,63.0,1792.9988376883284,1577.8148429291828,215.18399475914566,0.7753374136208772
NB209080726,2026-07-08 18:03:00+00:00,False,Chicago Bulls,Brooklyn Nets,CALAMITY,UNDERRATED,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,58.0,48.0,1457.8644391739758,1573.4695349123283,-115.60509573835247,0.3395104836593105
NB210080726,2026-07-08 18:07:00+00:00,False,Milwaukee Bucks,Phoenix Suns,MYTH,DAGGER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,34.0,53.0,1510.191928111749,1436.4991416329874,73.69278647876149,0.6044901728645896
NB211080726,2026-07-08 18:11:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,SILVER,KOBRA,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,50.0,56.0,1459.8181583573316,1623.1149510991324,-163.2967927418008,0.28089793849133654
NB212080726,2026-07-08 18:15:00+00:00,False,Los Angeles Lakers,Boston Celtics,STING,BLADE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,51.0,50.0,1542.503773374706,1463.2207236733277,79.28304970137833,0.6121574164177148
NB213080726,2026-07-08 18:27:00+00:00,False,Boston Celtics,Oklahoma City Thunder,MARINE,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,49.0,53.0,1559.6314828149586,1472.0544854342918,87.57699738066685,0.62343027824517
NB214080726,2026-07-08 18:31:00+00:00,False,Toronto Raptors,Chicago Bulls,HUNCHO,BULLSEYE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,57.0,59.0,1529.5297798496395,1610.0887336555024,-80.55895380586298,0.38610024409301863
NB215080726,2026-07-08 18:35:00+00:00,False,Oklahoma City Thunder,Boston Celtics,SAINT JR,BABYLON,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,49.0,41.0,1550.3098455750485,1578.3124059770767,-28.002560402028166,0.4597881107920472
NB216080726,2026-07-08 18:39:00+00:00,False,Denver Nuggets,Orlando Magic,HORROR,CYPHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,59.0,54.0,1527.2409053483377,1459.2889166127713,67.95198873556637,0.596562658334609
NB217080726,2026-07-08 18:43:00+00:00,False,Dallas Mavericks,Denver Nuggets,SILVER,NIGHTHAWK,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,50.0,52.0,1454.9739159650462,1530.9167848018828,-75.94286883683662,0.3924173450612183
NB218080726,2026-07-08 18:47:00+00:00,False,Cleveland Cavaliers,Milwaukee Bucks,ULTIMATE,SUPERIOR,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,53.0,70.0,1426.3422344929577,1420.8479015841067,5.494332908850993,0.5079063215938197
NB219080726,2026-07-08 18:59:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,OCEAN,KARMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,62.0,45.0,1480.9468375050951,1554.0254384395823,-73.07860093448721,0.3963554210124612
NB220080726,2026-07-08 19:03:00+00:00,False,Chicago Bulls,Miami Heat,BULLSEYE,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,56.0,58.0,1614.7219365846186,1575.1188918926332,39.60304469198536,0.5567478011149323
NB221080726,2026-07-08 19:07:00+00:00,False,Toronto Raptors,Brooklyn Nets,BABYLON,UNDERRATED,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,49.0,1567.7929539569877,1559.4332986122338,8.359655344753946,0.5120281900304996
NB222080726,2026-07-08 19:11:00+00:00,False,Cleveland Cavaliers,Phoenix Suns,CYPHER,DAGGER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,52.0,47.0,1452.8825714700563,1452.5480971729664,0.3344742970898551,0.500481347057842
NB223080726,2026-07-08 19:15:00+00:00,False,New York Knicks,Oklahoma City Thunder,NIGHTHAWK,KOBRA,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,51.0,60.0,1535.6257929426174,1627.9591934914179,-92.33340054880045,0.37016389231976937
NB224080726,2026-07-08 19:19:00+00:00,False,New York Knicks,Boston Celtics,SUPERIOR,BLADE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,44.0,54.0,1433.8583376860151,1458.5666126703402,-24.708274984325044,0.4645017579692831
NB225080726,2026-07-08 19:31:00+00:00,False,Boston Celtics,Los Angeles Lakers,MARINE,KARMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,48.0,63.0,1550.7391307441553,1538.562588521637,12.176542222518265,0.5175162818002174
NB226080726,2026-07-08 19:35:00+00:00,False,Toronto Raptors,Brooklyn Nets,HUNCHO,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,45.0,50.0,1524.8965769205233,1795.694788724878,-270.79821180435465,0.17381318915576863
NB227080726,2026-07-08 19:39:00+00:00,False,Oklahoma City Thunder,New York Knicks,SAINT JR,CALAMITY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,44.0,49.0,1560.8292975951374,1471.9006754740703,88.92862212106706,0.6252551235358046
NB228080726,2026-07-08 19:43:00+00:00,False,Denver Nuggets,Charlotte Hornets,HORROR,MYTH,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,63.0,44.0,1533.6472504910528,1494.1429725717699,39.50427791928291,0.5566074906802451
NB229080726,2026-07-08 19:47:00+00:00,False,Denver Nuggets,Dallas Mavericks,NIGHTHAWK,SILVER,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,49.0,56.0,1528.0720139758325,1450.2649078243116,77.80710615152088,0.6101383273432183
NB230080726,2026-07-08 19:51:00+00:00,False,Cleveland Cavaliers,Memphis Grizzlies,ULTIMATE,STING,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,53.0,47.0,1413.3317983910492,1547.1578843776936,-133.82608598664433,0.31640018141013
NB231080726,2026-07-08 20:03:00+00:00,False,Boston Celtics,Oklahoma City Thunder,MARINE,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,52.0,56.0,1538.022735995691,1496.4096874230404,41.61304857265054,0.5596012631312368
NB232080726,2026-07-08 20:07:00+00:00,False,Toronto Raptors,Miami Heat,HUNCHO,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,48.0,61.0,1522.1365268084257,1581.7998655060123,-59.663338697586596,0.4149717270172809
NB233080726,2026-07-08 20:11:00+00:00,False,Miami Heat,Brooklyn Nets,SAINT JR,UNDERRATED,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,59.0,1550.900617946679,1553.5776368925997,-2.677018945920736,0.4961475362886285
NB234080726,2026-07-08 20:15:00+00:00,False,Memphis Grizzlies,Phoenix Suns,HORROR,DAGGER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,58.0,65.0,1545.41913196782,1444.6160379273804,100.80309404043965,0.6411293593606489
NB235080726,2026-07-08 20:19:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,SILVER,KOBRA,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,56.0,50.0,1461.5091335054942,1635.5129724582027,-174.00383895270852,0.2686178005601464
NB236080726,2026-07-08 20:23:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ULTIMATE,BLADE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,48.0,58.0,1425.1208604196186,1468.4378616082313,-43.31700118861272,0.4379828273682048
NB237080726,2026-07-08 20:35:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,OCEAN,KARMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,44.0,37.0,1504.3916087776402,1551.2789832701014,-46.88737449246128,0.43293031347899913
NB238080726,2026-07-08 20:39:00+00:00,False,Chicago Bulls,Brooklyn Nets,BULLSEYE,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,54.0,56.0,1608.0409629712394,1798.4548388369756,-190.41387586573614,0.25046940119841243
NB239080726,2026-07-08 20:43:00+00:00,False,Boston Celtics,New York Knicks,BABYLON,CALAMITY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,67.0,71.0,1573.6486156766218,1481.8293551225288,91.81926055409303,0.6291458276751655
NB240080726,2026-07-08 20:47:00+00:00,False,Orlando Magic,Charlotte Hornets,CYPHER,MYTH,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,46.0,43.0,1460.8146307156424,1482.3710910950026,-21.55646037936026,0.46901750548194276
NB241080726,2026-07-08 20:51:00+00:00,False,Dallas Mavericks,Denver Nuggets,SILVER,NIGHTHAWK,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,52.0,51.0,1474.1222294737963,1516.82778829465,-42.70555882085364,0.43884941454042903
NB242080726,2026-07-08 20:55:00+00:00,False,Milwaukee Bucks,Memphis Grizzlies,SUPERIOR,STING,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,51.0,53.0,1423.987088748124,1535.3688223491242,-111.38173360100018,0.34498328257253713
NB243080726,2026-07-08 21:07:00+00:00,False,Boston Celtics,Los Angeles Lakers,MARINE,KARMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,42.0,48.0,1530.0408146410912,1540.828468613918,-10.787653972826774,0.48448030498439
NB244080726,2026-07-08 21:11:00+00:00,False,Miami Heat,Brooklyn Nets,CURSE,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,50.0,1591.5054537760288,1801.4604716513566,-209.9550178753277,0.2299491709312802
NB245080726,2026-07-08 21:15:00+00:00,False,Brooklyn Nets,Chicago Bulls,UNDERRATED,CALAMITY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,72.0,1563.2390314437744,1490.803231430417,72.43580001335727,0.6027589243758017
NB246080726,2026-07-08 21:19:00+00:00,False,Phoenix Suns,Milwaukee Bucks,DAGGER,MYTH,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,47.0,57.0,1456.4313966491868,1475.847448030742,-19.416051381555235,0.47208710730909687
NB247080726,2026-07-08 21:23:00+00:00,False,New York Knicks,Oklahoma City Thunder,NIGHTHAWK,KOBRA,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,48.0,52.0,1510.0939812691352,1622.8998764899006,-112.80589522076548,0.3431331135362929
NB248080726,2026-07-08 21:27:00+00:00,False,Boston Celtics,Los Angeles Lakers,BLADE,STING,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,50.0,46.0,1477.7455497822743,1539.5086217399946,-61.763071957720285,0.4120404032202087
NB249080726,2026-07-08 21:39:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,KARMA,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,59.0,1549.1836030240806,1514.8421234338236,34.341479590256995,0.549261041364488
NB250080726,2026-07-08 21:43:00+00:00,False,Miami Heat,Chicago Bulls,CURSE,BULLSEYE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,62.0,1600.7460637248535,1605.0353301568584,-4.289266432004979,0.493827562988684
NB252080726,2026-07-08 21:51:00+00:00,False,Dallas Mavericks,Orlando Magic,DAGGER,CYPHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,60.0,49.0,1446.3989494589114,1467.338273779903,-20.939324320991545,0.46990232200196436
NB253080726,2026-07-08 21:55:00+00:00,False,Orlando Magic,Denver Nuggets,KOBRA,NIGHTHAWK,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,55.0,47.0,1627.7941855396703,1505.1996722193655,122.59451332030471,0.6694526999514051
NB254080726,2026-07-08 21:59:00+00:00,False,Phoenix Suns,Milwaukee Bucks,BLADE,SUPERIOR,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,74.0,64.0,1486.1319626987117,1419.8472893572537,66.28467334145807,0.5942505671019563
NB255080726,2026-07-08 22:11:00+00:00,False,Oklahoma City Thunder,Boston Celtics,OCEAN,MARINE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,47.0,54.0,1528.0243884265712,1521.6856802309285,6.338708195642766,0.5091211223988429
NB256080726,2026-07-08 22:15:00+00:00,False,Brooklyn Nets,Toronto Raptors,TAAPZ,HUNCHO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,53.0,46.0,1792.219861702532,1512.4309385384092,279.7889231641227,0.8334939098416663
NB257080726,2026-07-08 22:19:00+00:00,False,Chicago Bulls,Miami Heat,CALAMITY,SAINT JR,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,58.0,1506.5322178834763,1541.2392233955043,-34.70700551202799,0.4502180847335525
NB258080726,2026-07-08 22:23:00+00:00,False,Milwaukee Bucks,Memphis Grizzlies,MYTH,HORROR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,43.0,51.0,1485.8798952210175,1533.6037732460136,-47.72387802499611,0.4317485329552518
NB259080726,2026-07-08 22:27:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,KOBRA,SILVER,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,65.0,52.0,1634.2308755361257,1480.8560364993111,153.3748390368146,0.70742209659901
NB261080726,2026-07-08 22:43:00+00:00,False,Los Angeles Lakers,Boston Celtics,KARMA,MARINE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,39.0,50.0,1536.001338031333,1531.0682620861562,4.9330759451768245,0.5070987899303281
NB262080726,2026-07-08 22:47:00+00:00,False,Miami Heat,Toronto Raptors,CURSE,HUNCHO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,50.0,1606.8201329689894,1509.3624015015964,97.45773146739293,0.6366866187520123
NB263080726,2026-07-08 22:51:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,UNDERRATED,SAINT JR,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,64.0,1547.5100449907152,1547.6609482584072,-0.15090326769200146,0.4997828327544862
NB264080726,2026-07-08 22:55:00+00:00,False,Dallas Mavericks,Denver Nuggets,DAGGER,HORROR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,57.0,65.0,1458.072971553997,1542.0111372228146,-83.93816566881765,0.3814998628147212
NB265080726,2026-07-08 22:59:00+00:00,False,Denver Nuggets,Dallas Mavericks,NIGHTHAWK,SILVER,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,45.0,65.0,1498.76298222291,1474.0130626713703,24.749919551539733,0.5355578707887827
NB266080726,2026-07-08 23:03:00+00:00,False,Phoenix Suns,Cleveland Cavaliers,BLADE,ULTIMATE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,63.0,53.0,1494.7546505353628,1415.8131722455755,78.94147828978726,0.6116904867558388
NB267080726,2026-07-08 23:15:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,KARMA,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,50.0,43.0,1524.8338066050594,1518.6418065713435,6.192000033715885,0.5089100610286571
NB268080726,2026-07-08 23:19:00+00:00,False,Brooklyn Nets,Chicago Bulls,TAAPZ,BULLSEYE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,71.0,54.0,1795.2883987393448,1598.9612609127225,196.32713782662222,0.7558665527409826
NB269080726,2026-07-08 23:23:00+00:00,False,Chicago Bulls,Toronto Raptors,CALAMITY,BABYLON,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,59.0,67.0,1500.1104930205734,1564.6747393687335,-64.56424634816017,0.40813956269483165
NB270080726,2026-07-08 23:27:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,MYTH,CYPHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,39.0,40.0,1477.4725312442165,1455.6642516848174,21.808279559399125,0.5313434836925074
NB271080726,2026-07-08 23:31:00+00:00,False,New York Knicks,Oklahoma City Thunder,NIGHTHAWK,KOBRA,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,50.0,48.0,1484.3125739964848,1641.0738493640665,-156.76127536758167,0.28855950913325207
NB272080726,2026-07-08 23:35:00+00:00,False,Los Angeles Lakers,New York Knicks,STING,SUPERIOR,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,55.0,53.0,1531.1222088235572,1411.2246015206026,119.89760730295461,0.6660083261584053
NB273080726,2026-07-08 23:47:00+00:00,False,Denver Nuggets,Orlando Magic,OCEAN,MARINE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,54.0,55.0,1509.591520994962,1542.2357935124298,-32.644272517467925,0.45315887319720294
NB274080726,2026-07-08 23:51:00+00:00,False,Dallas Mavericks,Orlando Magic,BULLSEYE,HUNCHO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,58.0,48.0,1592.7075828605675,1505.0026409266206,87.70494193394688,0.6236031688085978
NB275080726,2026-07-08 23:55:00+00:00,False,Toronto Raptors,Miami Heat,BABYLON,SAINT JR,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,55.0,1572.622369980054,1559.3501455779526,13.272224402101301,0.5190909808237214
NB276080726,2026-07-08 23:59:00+00:00,False,Cleveland Cavaliers,Memphis Grizzlies,CYPHER,HORROR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,51.0,55.0,1462.0403734891274,1549.440017598687,-87.39964410955963,0.3768094299496626
NB001090726,2026-07-09 00:03:00+00:00,False,Los Angeles Lakers,New York Knicks,SILVER,NIGHTHAWK,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,56.0,55.0,1488.4634708977956,1492.8498598868857,-4.386388989090165,0.49368781417996505
NB002090726,2026-07-09 00:07:00+00:00,False,New York Knicks,Oklahoma City Thunder,SUPERIOR,ULTIMATE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,61.0,54.0,1407.2167014345034,1407.5611047250088,-0.3444032905053973,0.49950436398565584
NB003090726,2026-07-09 00:19:00+00:00,False,Dallas Mavericks,Orlando Magic,KARMA,MARINE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,52.0,39.0,1533.884092181441,1547.6736999907962,-13.789607809355175,0.4801655729087254
NB004090726,2026-07-09 00:23:00+00:00,False,Denver Nuggets,Charlotte Hornets,TAAPZ,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,63.0,51.0,1801.5420767914998,1611.1798935439651,190.36218324753463,0.7494747311370473
NB005090726,2026-07-09 00:27:00+00:00,False,New York Knicks,Los Angeles Lakers,CALAMITY,UNDERRATED,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,71.0,68.0,1492.162862409253,1535.8208476711698,-43.65798526191679,0.4374997202271829
NB006090726,2026-07-09 00:31:00+00:00,False,Charlotte Hornets,Dallas Mavericks,MYTH,DAGGER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,42.0,52.0,1471.0964094399064,1450.6440911781244,20.45231826178201,0.5293993010168027
NB007090726,2026-07-09 00:35:00+00:00,False,Dallas Mavericks,Orlando Magic,SILVER,KOBRA,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,55.0,56.0,1494.539217127636,1632.5365634736656,-137.99734634602964,0.3112297059005948
NB008090726,2026-07-09 00:39:00+00:00,False,Memphis Grizzlies,Phoenix Suns,STING,BLADE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,60.0,47.0,1535.1301089096564,1503.0067180559295,32.12339085372696,0.5460979928566483
