externalId,startDate,isCancelled,teamAName,teamBName,participantAName,participantBName,streamName,tournamentName,matchStatus,teamAScore,teamBScore,elo_a_before,elo_b_before,diff_elo,elo_expected_prob_a
NB001120626,2026-06-12 00:03:00+00:00,False,Boston Celtics,New York Knicks,RADIANT,SUPERIOR,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,52.0,64.0,1500.0,1500.0,0.0,0.5
NB002120626,2026-06-12 00:07:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ZION,AZURE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,43.0,45.0,1500.0,1500.0,0.0,0.5
NB003120626,2026-06-12 00:19:00+00:00,False,Charlotte Hornets,Orlando Magic,ENCORE,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,51.0,66.0,1500.0,1500.0,0.0,0.5
NB063120626,2026-06-12 00:23:00+00:00,False,Orlando Magic,Denver Nuggets,MYTH,HORROR,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,49.0,1500.0,1500.0,0.0,0.5
NB005120626,2026-06-12 00:27:00+00:00,False,New York Knicks,Boston Celtics,SILVER,FRENZY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,60.0,40.0,1500.0,1500.0,0.0,0.5
NB006120626,2026-06-12 00:31:00+00:00,False,Orlando Magic,Denver Nuggets,LEGACY,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,42.0,52.0,1500.0,1500.0,0.0,0.5
NB007120626,2026-06-12 00:35:00+00:00,False,Orlando Magic,Dallas Mavericks,INVINCIBLE,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,49.0,48.0,1500.0,1500.0,0.0,0.5
NB008120626,2026-06-12 00:39:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,KOBOLD,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,48.0,40.0,1500.0,1500.0,0.0,0.5
NB009120626,2026-06-12 00:51:00+00:00,False,Denver Nuggets,Dallas Mavericks,FIVESTAR,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,72.0,53.0,1500.0,1500.0,0.0,0.5
NB010120626,2026-06-12 00:55:00+00:00,False,Denver Nuggets,Dallas Mavericks,HORROR,MALICE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,62.0,1494.0,1500.0,-6.0,0.4913661641789174
NB064120626,2026-06-12 00:59:00+00:00,False,Brooklyn Nets,Toronto Raptors,SILVER,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,46.0,48.0,1513.4909867024662,1500.0,13.490986702466216,0.5194053385115853
NB012120626,2026-06-12 01:03:00+00:00,False,Phoenix Suns,Memphis Grizzlies,SIGNAL,THOR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,55.0,1510.6256314088523,1500.0,10.625631408852314,0.5152867470931897
NB013120626,2026-06-12 01:07:00+00:00,False,New York Knicks,Boston Celtics,SUPERIOR,RADIANT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,72.0,56.0,1511.3658868941982,1488.6341131058018,22.731773788396367,0.5326670524938307
NB014120626,2026-06-12 01:11:00+00:00,False,Boston Celtics,Oklahoma City Thunder,AZURE,ZION,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,42.0,40.0,1506.0,1494.0,12.0,0.5172625244323762
NB015120626,2026-06-12 01:23:00+00:00,False,Dallas Mavericks,Orlando Magic,OREZ,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,60.0,1486.725213857551,1512.285985190871,-25.56077133332019,0.46328131604955763
NB065120626,2026-06-12 01:27:00+00:00,False,Dallas Mavericks,Orlando Magic,MALICE,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,55.0,1493.896393970147,1506.0,-12.103606029852926,0.4825885537681618
NB066120626,2026-06-12 01:31:00+00:00,False,Los Angeles Lakers,Boston Celtics,DAGGER,FRENZY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,44.0,55.0,1506.232864062139,1486.5090132975338,19.72385076460523,0.5283544491671176
NB018120626,2026-06-12 01:35:00+00:00,False,Dallas Mavericks,Orlando Magic,THOR,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,58.0,50.0,1508.1824472065946,1489.3743685911477,18.808078615446902,0.527040592000984
NB019120626,2026-06-12 01:39:00+00:00,False,Charlotte Hornets,Dallas Mavericks,RADIANT,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,53.0,52.0,1476.8997314392934,1494.0,-17.10026856070658,0.47541058777507267
NB020120626,2026-06-12 01:43:00+00:00,False,Phoenix Suns,Milwaukee Bucks,ZION,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,44.0,36.0,1488.2071502931885,1490.263587094027,-2.0564368008383553,0.49704058410794005
NB021120626,2026-06-12 01:55:00+00:00,False,Denver Nuggets,Charlotte Hornets,FIVESTAR,ENCORE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,67.0,1513.274786142449,1487.714014809129,25.56077133332019,0.5367186839504424
NB022120626,2026-06-12 01:59:00+00:00,False,Denver Nuggets,Orlando Magic,HORROR,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,76.0,57.0,1500.103606029853,1513.663219335623,-13.559613305769972,0.4804960493860985
NB023120626,2026-06-12 02:03:00+00:00,False,Chicago Bulls,Brooklyn Nets,FRENZY,SILVER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,53.0,47.0,1498.144645313331,1507.2581226403272,-9.11347732699619,0.48688765902591685
NB024120626,2026-06-12 02:07:00+00:00,False,Phoenix Suns,Milwaukee Bucks,SIGNAL,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,60.0,55.0,1502.4431842022577,1480.1645124230618,22.278671779195975,0.5320177147022006
NB025120626,2026-06-12 02:11:00+00:00,False,New York Knicks,Los Angeles Lakers,SUPERIOR,INVINCIBLE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,53.0,51.0,1523.1002685607066,1506.0,17.10026856070658,0.5245894122249274
NB026120626,2026-06-12 02:15:00+00:00,False,Boston Celtics,New York Knicks,AZURE,KOBOLD,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,50.0,57.0,1511.7928497068115,1509.736412905973,2.0564368008383553,0.50295941589206
NB027120626,2026-06-12 02:27:00+00:00,False,Denver Nuggets,Orlando Magic,FIVESTAR,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,43.0,57.0,1502.322193547591,1523.6697199672553,-21.34752641966429,0.4693170422362341
NB067120626,2026-06-12 02:31:00+00:00,False,Denver Nuggets,Dallas Mavericks,HORROR,MALICE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,61.0,1513.8962137189667,1486.2331746345242,27.663039084442516,0.5397264010788746
NB068120626,2026-06-12 02:35:00+00:00,False,Boston Celtics,Los Angeles Lakers,FRENZY,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,60.0,47.0,1506.9935552323623,1494.5972320463418,12.396323186020481,0.517832176812149
NB030120626,2026-06-12 02:39:00+00:00,False,Denver Nuggets,Dallas Mavericks,SIGNAL,THOR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,48.0,66.0,1509.8744646779774,1517.3923033746805,-7.517838696703166,0.4891826486270009
NB031120626,2026-06-12 02:43:00+00:00,False,Denver Nuggets,Dallas Mavericks,SUPERIOR,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,62.0,53.0,1528.8051956140075,1487.704927053301,41.10026856070658,0.558873671603368
NB032120626,2026-06-12 02:47:00+00:00,False,Cleveland Cavaliers,Milwaukee Bucks,AZURE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,49.0,41.0,1502.5238218039228,1480.4695459978825,22.054275806040323,0.5316960938744767
NB033120626,2026-06-12 02:59:00+00:00,False,Dallas Mavericks,Charlotte Hornets,OREZ,ENCORE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,41.0,51.0,1475.3414790811667,1498.666607403987,-23.32512832282032,0.4664827823122262
NB034120626,2026-06-12 03:03:00+00:00,False,Dallas Mavericks,Orlando Magic,MALICE,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,44.0,1498.1192443024602,1499.8706116465091,-1.7513673440489583,0.4974796011360756
NB069120626,2026-06-12 03:07:00+00:00,False,Toronto Raptors,Brooklyn Nets,DAGGER,SILVER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,52.0,48.0,1483.3200243133037,1498.409212721296,-15.089188407992197,0.47829855487930084
NB036120626,2026-06-12 03:11:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,THOR,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,77.0,65.0,1530.1575183589196,1472.7332319473421,57.42428641157744,0.5818958132648165
NB037120626,2026-06-12 03:15:00+00:00,False,Boston Celtics,Los Angeles Lakers,RADIANT,INVINCIBLE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,52.0,55.0,1483.1948043859925,1500.295072946699,-17.10026856070658,0.47541058777507267
NB038120626,2026-06-12 03:19:00+00:00,False,Oklahoma City Thunder,New York Knicks,ZION,KOBOLD,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,46.0,48.0,1498.001191389333,1519.0054408088617,-21.004249419528833,0.4698092268816605
NB039120626,2026-06-12 03:31:00+00:00,False,Orlando Magic,Charlotte Hornets,OCEAN,ENCORE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,37.0,1534.933328980925,1508.5799556108382,26.35337337008673,0.5378529864146159
NB070120626,2026-06-12 03:35:00+00:00,False,Denver Nuggets,Orlando Magic,HORROR,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,46.0,1502.0101440510307,1490.085119452482,11.925024598548589,0.5171547539675195
NB041120626,2026-06-12 03:39:00+00:00,False,Boston Celtics,New York Knicks,FRENZY,SILVER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,45.0,54.0,1518.2707629654003,1490.9678787217372,27.30288424366313,0.5392113262867728
NB042120626,2026-06-12 03:43:00+00:00,False,Denver Nuggets,Orlando Magic,SIGNAL,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,44.0,64.0,1497.1092496937383,1463.2289821544964,33.88026753924191,0.5486036609137718
NB043120626,2026-06-12 03:47:00+00:00,False,Dallas Mavericks,Orlando Magic,ULTIMATE,INVINCIBLE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,61.0,53.0,1478.703047479755,1506.135960387687,-27.43291290793195,0.46060270373782514
NB044120626,2026-06-12 03:51:00+00:00,False,Milwaukee Bucks,Memphis Grizzlies,CROCODILE,KOBOLD,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,53.0,46.0,1471.350345606846,1524.6431515314416,-53.29280592459554,0.4239013742038052
NB045120626,2026-06-12 04:03:00+00:00,False,Orlando Magic,Dallas Mavericks,OCEAN,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,55.0,44.0,1548.5812446280404,1465.4281308743155,83.15311375372494,0.6174332459290817
NB071120626,2026-06-12 04:07:00+00:00,False,Denver Nuggets,Dallas Mavericks,HORROR,MALICE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,54.0,1513.8746031355058,1507.9047364964872,5.969866639018619,0.5085904832942583
NB072120626,2026-06-12 04:11:00+00:00,False,Chicago Bulls,Toronto Raptors,FRENZY,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,48.0,1507.2673040660686,1490.7613583128625,16.505945753206106,0.5237361105897705
NB048120626,2026-06-12 04:15:00+00:00,False,Phoenix Suns,Memphis Grizzlies,SIGNAL,THOR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,40.0,58.0,1482.3068403051143,1539.6617681517653,-57.35492784665098,0.41820132710217706
NB049120626,2026-06-12 04:19:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ULTIMATE,RADIANT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,51.0,39.0,1489.206637073303,1477.3539169450046,11.852720128298415,0.5170508212167848
NB050120626,2026-06-12 04:23:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,CROCODILE,ZION,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,54.0,49.0,1481.967254384366,1492.363480666753,-10.396226282387033,0.48504309143757895
NB051120626,2026-06-12 04:35:00+00:00,False,Charlotte Hornets,Denver Nuggets,ENCORE,FIVESTAR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,66.0,62.0,1494.9320399637227,1491.0585845339215,3.873455429801197,0.5055741195164776
NB052120626,2026-06-12 04:39:00+00:00,False,Orlando Magic,Denver Nuggets,MYTH,HORROR,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,46.0,51.0,1478.220660368007,1524.3176759261407,-46.09701555813376,0.43404760444182994
NB073120626,2026-06-12 04:43:00+00:00,False,New York Knicks,Los Angeles Lakers,SILVER,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,56.0,1501.9713376210689,1482.5479205945687,19.423417026500147,0.5279234596584106
NB055120626,2026-06-12 04:51:00+00:00,False,Orlando Magic,Denver Nuggets,INVINCIBLE,SUPERIOR,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,57.0,65.0,1495.632370794139,1537.8070751875534,-42.17470439341446,0.43960208853233573
NB056120626,2026-06-12 04:55:00+00:00,False,Memphis Grizzlies,Cleveland Cavaliers,KOBOLD,AZURE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,51.0,53.0,1514.0262427539217,1511.6430221949593,2.383220558962421,0.5034296762916441
NB057120626,2026-06-12 05:07:00+00:00,False,Dallas Mavericks,Denver Nuggets,OREZ,FIVESTAR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,65.0,63.0,1457.0030935175482,1484.0062979261038,-27.003204408555575,0.46121732416958355
NB074120626,2026-06-12 05:11:00+00:00,False,Dallas Mavericks,Orlando Magic,MALICE,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,45.0,50.0,1497.4616637058523,1471.3282424501601,26.133421255692156,0.5375382490304662
NB075120626,2026-06-12 05:15:00+00:00,False,Toronto Raptors,Chicago Bulls,DAGGER,FRENZY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,59.0,48.0,1490.9310312841912,1515.4807417843624,-24.54971050017116,0.46472880774110864
NB060120626,2026-06-12 05:19:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,THOR,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,52.0,50.0,1550.5747264550428,1478.0313915431204,72.54333491192233,0.602907133618141
NB061120626,2026-06-12 05:23:00+00:00,False,Boston Celtics,New York Knicks,RADIANT,SUPERIOR,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,64.0,57.0,1466.3756254616128,1546.3673700841114,-79.99174462249857,0.3868744520748463
NB062120626,2026-06-12 05:27:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ZION,AZURE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,59.0,47.0,1484.1862710999385,1517.684178310459,-33.49790721052045,0.45194145836926536
NB076120626,2026-06-12 05:55:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,GALAXY,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,47.0,42.0,1500.0,1500.0,0.0,0.5
NB077120626,2026-06-12 05:59:00+00:00,False,Miami Heat,Brooklyn Nets,SHELL,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,33.0,1500.0,1500.0,0.0,0.5
NB078120626,2026-06-12 06:03:00+00:00,False,Chicago Bulls,Toronto Raptors,SONIC,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,52.0,55.0,1500.0,1500.0,0.0,0.5
NB079120626,2026-06-12 06:07:00+00:00,False,Phoenix Suns,Cleveland Cavaliers,CHARM,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,63.0,60.0,1500.0,1500.0,0.0,0.5
NB080120626,2026-06-12 06:27:00+00:00,False,New York Knicks,Boston Celtics,JD,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,54.0,1500.0,1500.0,0.0,0.5
NB081120626,2026-06-12 06:31:00+00:00,False,Chicago Bulls,Toronto Raptors,SCORCH,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,51.0,45.0,1500.0,1500.0,0.0,0.5
NB082120626,2026-06-12 06:35:00+00:00,False,Los Angeles Lakers,Boston Celtics,SPECTER,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,56.0,1500.0,1500.0,0.0,0.5
NB083120626,2026-06-12 06:39:00+00:00,False,Orlando Magic,Denver Nuggets,ABYSS,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,49.0,51.0,1500.0,1500.0,0.0,0.5
NB084120626,2026-06-12 06:59:00+00:00,False,Boston Celtics,Los Angeles Lakers,VISIONARY,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,49.0,53.0,1510.2032898447312,1492.0602972492957,18.142992595435544,0.5260861580421053
NB085120626,2026-06-12 07:03:00+00:00,False,Toronto Raptors,Brooklyn Nets,COMBO,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,72.0,51.0,1491.3772197505202,1486.725213857551,4.652005892969328,0.5066943745874343
NB086120626,2026-06-12 07:07:00+00:00,False,Brooklyn Nets,Toronto Raptors,PROWLER,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,56.0,1507.9397027507043,1506.1429925954355,1.7967101552687836,0.5025856507133013
NB087120626,2026-06-12 07:11:00+00:00,False,Memphis Grizzlies,Cleveland Cavaliers,ORDER,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,55.0,64.0,1506.0,1493.8570074045645,12.142992595435544,0.5174680590980439
NB088120626,2026-06-12 07:31:00+00:00,False,New York Knicks,Oklahoma City Thunder,JD,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,39.0,1489.7967101552688,1507.9397027507043,-18.142992595435544,0.4739138419578946
NB089120626,2026-06-12 07:35:00+00:00,False,Chicago Bulls,Miami Heat,SCORCH,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,60.0,1508.6227802494798,1513.274786142449,-4.652005892969328,0.4933056254125658
NB090120626,2026-06-12 07:39:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,SPECTER,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,57.0,67.0,1492.0602972492957,1493.8570074045645,-1.7967101552687836,0.49741434928669864
NB091120626,2026-06-12 07:43:00+00:00,False,Orlando Magic,Dallas Mavericks,ABYSS,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,51.0,60.0,1494.0,1506.1429925954355,-12.142992595435544,0.482531940901956
NB092120626,2026-06-12 08:03:00+00:00,False,New York Knicks,Los Angeles Lakers,JD,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,53.0,44.0,1498.8693608214492,1499.5641729834913,-0.6948121620421261,0.49900008625377335
NB093120626,2026-06-12 08:07:00+00:00,False,Chicago Bulls,Brooklyn Nets,SCORCH,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,53.0,1499.0167257337678,1473.2114735582602,25.805252175507576,0.5370686045552159
NB094120626,2026-06-12 08:11:00+00:00,False,Miami Heat,Toronto Raptors,SPECTER,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,57.0,1481.4896141833065,1514.1237539423014,-32.634139758994934,0.45317332746951594
NB095120626,2026-06-12 08:15:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,ABYSS,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,63.0,73.0,1484.1531734952732,1504.4167605893,-20.26358709402689,0.4708713745686508
NB096120626,2026-06-12 08:35:00+00:00,False,Boston Celtics,Oklahoma City Thunder,VISIONARY,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,51.0,58.0,1502.6994141105356,1498.867052084524,3.8323620260116513,0.5055149886268004
NB097120626,2026-06-12 08:39:00+00:00,False,Toronto Raptors,Miami Heat,COMBO,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,49.0,50.0,1504.890960049811,1522.880840658161,-17.989880608350177,0.47413359308751146
NB098120626,2026-06-12 08:43:00+00:00,False,Boston Celtics,Oklahoma City Thunder,PROWLER,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,57.0,1499.9589414038385,1504.4276904705537,-4.468749066715191,0.49356930774745844
NB099120626,2026-06-12 08:47:00+00:00,False,Denver Nuggets,Dallas Mavericks,ORDER,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,45.0,53.0,1495.4402468152643,1515.9898191001623,-20.549572284897977,0.4704612253720735
NB100120626,2026-06-12 09:07:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,HOLLOW,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,48.0,55.0,1489.3404783192152,1508.1831765805723,-18.8426982613571,0.4729097323086646
NB101120626,2026-06-12 09:11:00+00:00,False,Brooklyn Nets,Miami Heat,THUNDER,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,54.0,62.0,1464.1968911318827,1528.5704437752113,-64.3735526433286,0.4084047567662212
NB102120626,2026-06-12 09:15:00+00:00,False,Toronto Raptors,Chicago Bulls,PROTOTYPE,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,43.0,1519.6914347324896,1514.9166615482475,4.774773184242122,0.5068710184078812
NB103120626,2026-06-12 09:19:00+00:00,False,Cleveland Cavaliers,Phoenix Suns,DOUBLEFOUR,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,62.0,69.0,1514.4233719235924,1525.1510285931074,-10.727656669515,0.4845665653193549
NB104120626,2026-06-12 09:39:00+00:00,False,Los Angeles Lakers,Boston Celtics,HOLLOW,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,50.0,1480.6252353675707,1493.3832896144872,-12.758054246916572,0.4816479319779921
NB105120626,2026-06-12 09:43:00+00:00,False,Brooklyn Nets,Toronto Raptors,THUNDER,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,46.0,1456.244096442604,1499.2013569327607,-42.95726049015684,0.43849263644454667
NB106120626,2026-06-12 09:47:00+00:00,False,New York Knicks,Boston Celtics,PROTOTYPE,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,61.0,1527.5220297956876,1489.4699703261447,38.05205946954288,0.5545434032921528
NB107120626,2026-06-12 09:51:00+00:00,False,Charlotte Hornets,Denver Nuggets,DOUBLEFOUR,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,52.0,63.0,1505.493305455335,1486.2790373223193,19.21426813301582,0.5276233989037942
NB108120626,2026-06-12 10:11:00+00:00,False,Oklahoma City Thunder,New York Knicks,GALAXY,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,52.0,38.0,1516.8984195322168,1509.0930554857252,7.805364046491604,0.5112309324388922
NB109120626,2026-06-12 10:15:00+00:00,False,Miami Heat,Chicago Bulls,SHELL,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,59.0,60.0,1536.52323846449,1508.0313081601453,28.491930304344805,0.5409115142522228
NB110120626,2026-06-12 10:19:00+00:00,False,Chicago Bulls,Miami Heat,SONIC,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,69.0,60.0,1507.0860664850495,1475.9219333931183,31.164133091931262,0.5447288991858901
NB111120626,2026-06-12 10:23:00+00:00,False,Phoenix Suns,Milwaukee Bucks,CHARM,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,73.0,63.0,1534.0810950613647,1474.146562160981,59.93453290038383,0.5854072158438518
NB112120626,2026-06-12 10:43:00+00:00,False,Los Angeles Lakers,New York Knicks,HOLLOW,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,52.0,1490.7190148974253,1497.3625978642588,-6.643582966833492,0.49044028067701967
NB113120626,2026-06-12 10:47:00+00:00,False,Brooklyn Nets,Chicago Bulls,THUNDER,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,62.0,63.0,1465.9276056514107,1514.522246331172,-48.59464067976137,0.43051917751448743
NB114120626,2026-06-12 10:51:00+00:00,False,New York Knicks,Los Angeles Lakers,PROTOTYPE,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,56.0,64.0,1514.212988116676,1466.6314073940457,47.58158072263018,0.5680504892591284
NB115120626,2026-06-12 10:55:00+00:00,False,Charlotte Hornets,Orlando Magic,DOUBLEFOUR,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,56.0,54.0,1493.8737729194656,1465.3359419425547,28.537830976910982,0.5409771276723476
NB116120626,2026-06-12 11:15:00+00:00,False,Oklahoma City Thunder,Boston Celtics,GALAXY,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,50.0,45.0,1528.6288771536833,1483.2895100846326,45.339367069050695,0.5648807159273925
NB117120626,2026-06-12 11:19:00+00:00,False,Miami Heat,Toronto Raptors,SHELL,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,49.0,1530.0323002934633,1489.517847723954,40.51445256950933,0.5580421388325494
NB118120626,2026-06-12 11:23:00+00:00,False,Chicago Bulls,Brooklyn Nets,SONIC,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,40.0,45.0,1516.376592484122,1502.7790120051563,13.59758047896571,0.519558506395687
NB119120626,2026-06-12 11:27:00+00:00,False,Phoenix Suns,Memphis Grizzlies,CHARM,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,53.0,50.0,1542.891715279791,1497.8985698581887,44.99314542160232,0.5643907893340393
NB120120626,2026-06-12 11:47:00+00:00,False,Orlando Magic,Denver Nuggets,VISIONARY,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,67.0,46.0,1476.380074531361,1488.5749548968415,-12.194880365480458,0.4824573599282122
NB121120626,2026-06-12 11:51:00+00:00,False,Denver Nuggets,Orlando Magic,COMBO,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,53.0,1484.0879599866616,1519.6884764613458,-35.60051647468413,0.44894529452983745
NB122120626,2026-06-12 11:55:00+00:00,False,Brooklyn Nets,Miami Heat,PROWLER,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,53.0,40.0,1511.0292922099197,1477.6929556237797,33.33633658614008,0.5478281606539291
