externalId,startDate,isCancelled,teamAName,teamBName,participantAName,participantBName,streamName,tournamentName,matchStatus,teamAScore,teamBScore
NB001120626,2026-06-12 00:03:00+00:00,False,Boston Celtics,New York Knicks,RADIANT,SUPERIOR,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,52.0,64.0
NB002120626,2026-06-12 00:07:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ZION,AZURE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,43.0,45.0
NB003120626,2026-06-12 00:19:00+00:00,False,Charlotte Hornets,Orlando Magic,ENCORE,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,51.0,66.0
NB063120626,2026-06-12 00:23:00+00:00,False,Orlando Magic,Denver Nuggets,MYTH,HORROR,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,49.0
NB005120626,2026-06-12 00:27:00+00:00,False,New York Knicks,Boston Celtics,SILVER,FRENZY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,60.0,40.0
NB006120626,2026-06-12 00:31:00+00:00,False,Orlando Magic,Denver Nuggets,LEGACY,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,42.0,52.0
NB007120626,2026-06-12 00:35:00+00:00,False,Orlando Magic,Dallas Mavericks,INVINCIBLE,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,49.0,48.0
NB008120626,2026-06-12 00:39:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,KOBOLD,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,48.0,40.0
NB009120626,2026-06-12 00:51:00+00:00,False,Denver Nuggets,Dallas Mavericks,FIVESTAR,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,72.0,53.0
NB010120626,2026-06-12 00:55:00+00:00,False,Denver Nuggets,Dallas Mavericks,HORROR,MALICE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,62.0
NB064120626,2026-06-12 00:59:00+00:00,False,Brooklyn Nets,Toronto Raptors,SILVER,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,46.0,48.0
NB012120626,2026-06-12 01:03:00+00:00,False,Phoenix Suns,Memphis Grizzlies,SIGNAL,THOR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,55.0
NB013120626,2026-06-12 01:07:00+00:00,False,New York Knicks,Boston Celtics,SUPERIOR,RADIANT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,72.0,56.0
NB014120626,2026-06-12 01:11:00+00:00,False,Boston Celtics,Oklahoma City Thunder,AZURE,ZION,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,42.0,40.0
NB015120626,2026-06-12 01:23:00+00:00,False,Dallas Mavericks,Orlando Magic,OREZ,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,60.0
NB065120626,2026-06-12 01:27:00+00:00,False,Dallas Mavericks,Orlando Magic,MALICE,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,55.0
NB066120626,2026-06-12 01:31:00+00:00,False,Los Angeles Lakers,Boston Celtics,DAGGER,FRENZY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,44.0,55.0
NB018120626,2026-06-12 01:35:00+00:00,False,Dallas Mavericks,Orlando Magic,THOR,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,58.0,50.0
NB019120626,2026-06-12 01:39:00+00:00,False,Charlotte Hornets,Dallas Mavericks,RADIANT,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,53.0,52.0
NB020120626,2026-06-12 01:43:00+00:00,False,Phoenix Suns,Milwaukee Bucks,ZION,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,44.0,36.0
NB021120626,2026-06-12 01:55:00+00:00,False,Denver Nuggets,Charlotte Hornets,FIVESTAR,ENCORE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,67.0
NB022120626,2026-06-12 01:59:00+00:00,False,Denver Nuggets,Orlando Magic,HORROR,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,76.0,57.0
NB023120626,2026-06-12 02:03:00+00:00,False,Chicago Bulls,Brooklyn Nets,FRENZY,SILVER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,53.0,47.0
NB024120626,2026-06-12 02:07:00+00:00,False,Phoenix Suns,Milwaukee Bucks,SIGNAL,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,60.0,55.0
NB025120626,2026-06-12 02:11:00+00:00,False,New York Knicks,Los Angeles Lakers,SUPERIOR,INVINCIBLE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,53.0,51.0
NB026120626,2026-06-12 02:15:00+00:00,False,Boston Celtics,New York Knicks,AZURE,KOBOLD,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,50.0,57.0
NB027120626,2026-06-12 02:27:00+00:00,False,Denver Nuggets,Orlando Magic,FIVESTAR,OCEAN,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,43.0,57.0
NB067120626,2026-06-12 02:31:00+00:00,False,Denver Nuggets,Dallas Mavericks,HORROR,MALICE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,61.0
NB068120626,2026-06-12 02:35:00+00:00,False,Boston Celtics,Los Angeles Lakers,FRENZY,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,60.0,47.0
NB030120626,2026-06-12 02:39:00+00:00,False,Denver Nuggets,Dallas Mavericks,SIGNAL,THOR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,48.0,66.0
NB031120626,2026-06-12 02:43:00+00:00,False,Denver Nuggets,Dallas Mavericks,SUPERIOR,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,62.0,53.0
NB032120626,2026-06-12 02:47:00+00:00,False,Cleveland Cavaliers,Milwaukee Bucks,AZURE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,49.0,41.0
NB033120626,2026-06-12 02:59:00+00:00,False,Dallas Mavericks,Charlotte Hornets,OREZ,ENCORE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,41.0,51.0
NB034120626,2026-06-12 03:03:00+00:00,False,Dallas Mavericks,Orlando Magic,MALICE,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,44.0
NB069120626,2026-06-12 03:07:00+00:00,False,Toronto Raptors,Brooklyn Nets,DAGGER,SILVER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,52.0,48.0
NB036120626,2026-06-12 03:11:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,THOR,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,77.0,65.0
NB037120626,2026-06-12 03:15:00+00:00,False,Boston Celtics,Los Angeles Lakers,RADIANT,INVINCIBLE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,52.0,55.0
NB038120626,2026-06-12 03:19:00+00:00,False,Oklahoma City Thunder,New York Knicks,ZION,KOBOLD,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,46.0,48.0
NB039120626,2026-06-12 03:31:00+00:00,False,Orlando Magic,Charlotte Hornets,OCEAN,ENCORE,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,37.0
NB070120626,2026-06-12 03:35:00+00:00,False,Denver Nuggets,Orlando Magic,HORROR,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,46.0
NB041120626,2026-06-12 03:39:00+00:00,False,Boston Celtics,New York Knicks,FRENZY,SILVER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,45.0,54.0
NB042120626,2026-06-12 03:43:00+00:00,False,Denver Nuggets,Orlando Magic,SIGNAL,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,44.0,64.0
NB043120626,2026-06-12 03:47:00+00:00,False,Dallas Mavericks,Orlando Magic,ULTIMATE,INVINCIBLE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,61.0,53.0
NB044120626,2026-06-12 03:51:00+00:00,False,Milwaukee Bucks,Memphis Grizzlies,CROCODILE,KOBOLD,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,53.0,46.0
NB045120626,2026-06-12 04:03:00+00:00,False,Orlando Magic,Dallas Mavericks,OCEAN,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,55.0,44.0
NB071120626,2026-06-12 04:07:00+00:00,False,Denver Nuggets,Dallas Mavericks,HORROR,MALICE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,54.0
NB072120626,2026-06-12 04:11:00+00:00,False,Chicago Bulls,Toronto Raptors,FRENZY,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,48.0
NB048120626,2026-06-12 04:15:00+00:00,False,Phoenix Suns,Memphis Grizzlies,SIGNAL,THOR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,40.0,58.0
NB049120626,2026-06-12 04:19:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ULTIMATE,RADIANT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,51.0,39.0
NB050120626,2026-06-12 04:23:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,CROCODILE,ZION,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,54.0,49.0
NB051120626,2026-06-12 04:35:00+00:00,False,Charlotte Hornets,Denver Nuggets,ENCORE,FIVESTAR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,66.0,62.0
NB052120626,2026-06-12 04:39:00+00:00,False,Orlando Magic,Denver Nuggets,MYTH,HORROR,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,46.0,51.0
NB073120626,2026-06-12 04:43:00+00:00,False,New York Knicks,Los Angeles Lakers,SILVER,DAGGER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,56.0
NB055120626,2026-06-12 04:51:00+00:00,False,Orlando Magic,Denver Nuggets,INVINCIBLE,SUPERIOR,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,57.0,65.0
NB056120626,2026-06-12 04:55:00+00:00,False,Memphis Grizzlies,Cleveland Cavaliers,KOBOLD,AZURE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,51.0,53.0
NB057120626,2026-06-12 05:07:00+00:00,False,Dallas Mavericks,Denver Nuggets,OREZ,FIVESTAR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,65.0,63.0
NB074120626,2026-06-12 05:11:00+00:00,False,Dallas Mavericks,Orlando Magic,MALICE,MYTH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,45.0,50.0
NB075120626,2026-06-12 05:15:00+00:00,False,Toronto Raptors,Chicago Bulls,DAGGER,FRENZY,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,59.0,48.0
NB060120626,2026-06-12 05:19:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,THOR,LEGACY,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,52.0,50.0
NB061120626,2026-06-12 05:23:00+00:00,False,Boston Celtics,New York Knicks,RADIANT,SUPERIOR,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,64.0,57.0
NB062120626,2026-06-12 05:27:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ZION,AZURE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,59.0,47.0
NB076120626,2026-06-12 05:55:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,GALAXY,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,47.0,42.0
NB077120626,2026-06-12 05:59:00+00:00,False,Miami Heat,Brooklyn Nets,SHELL,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,33.0
NB078120626,2026-06-12 06:03:00+00:00,False,Chicago Bulls,Toronto Raptors,SONIC,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,52.0,55.0
NB079120626,2026-06-12 06:07:00+00:00,False,Phoenix Suns,Cleveland Cavaliers,CHARM,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,63.0,60.0
NB080120626,2026-06-12 06:27:00+00:00,False,New York Knicks,Boston Celtics,JD,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,54.0
NB081120626,2026-06-12 06:31:00+00:00,False,Chicago Bulls,Toronto Raptors,SCORCH,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,51.0,45.0
NB082120626,2026-06-12 06:35:00+00:00,False,Los Angeles Lakers,Boston Celtics,SPECTER,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,56.0
NB083120626,2026-06-12 06:39:00+00:00,False,Orlando Magic,Denver Nuggets,ABYSS,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,49.0,51.0
NB084120626,2026-06-12 06:59:00+00:00,False,Boston Celtics,Los Angeles Lakers,VISIONARY,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,49.0,53.0
NB085120626,2026-06-12 07:03:00+00:00,False,Toronto Raptors,Brooklyn Nets,COMBO,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,72.0,51.0
NB086120626,2026-06-12 07:07:00+00:00,False,Brooklyn Nets,Toronto Raptors,PROWLER,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,56.0
NB087120626,2026-06-12 07:11:00+00:00,False,Memphis Grizzlies,Cleveland Cavaliers,ORDER,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,55.0,64.0
NB088120626,2026-06-12 07:31:00+00:00,False,New York Knicks,Oklahoma City Thunder,JD,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,45.0,39.0
NB089120626,2026-06-12 07:35:00+00:00,False,Chicago Bulls,Miami Heat,SCORCH,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,60.0
NB090120626,2026-06-12 07:39:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,SPECTER,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,57.0,67.0
NB091120626,2026-06-12 07:43:00+00:00,False,Orlando Magic,Dallas Mavericks,ABYSS,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,51.0,60.0
NB092120626,2026-06-12 08:03:00+00:00,False,New York Knicks,Los Angeles Lakers,JD,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,53.0,44.0
NB093120626,2026-06-12 08:07:00+00:00,False,Chicago Bulls,Brooklyn Nets,SCORCH,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,53.0
NB094120626,2026-06-12 08:11:00+00:00,False,Miami Heat,Toronto Raptors,SPECTER,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,57.0
NB095120626,2026-06-12 08:15:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,ABYSS,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,63.0,73.0
NB096120626,2026-06-12 08:35:00+00:00,False,Boston Celtics,Oklahoma City Thunder,VISIONARY,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,51.0,58.0
NB097120626,2026-06-12 08:39:00+00:00,False,Toronto Raptors,Miami Heat,COMBO,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,49.0,50.0
NB098120626,2026-06-12 08:43:00+00:00,False,Boston Celtics,Oklahoma City Thunder,PROWLER,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,57.0
NB099120626,2026-06-12 08:47:00+00:00,False,Denver Nuggets,Dallas Mavericks,ORDER,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,45.0,53.0
NB100120626,2026-06-12 09:07:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,HOLLOW,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,48.0,55.0
NB101120626,2026-06-12 09:11:00+00:00,False,Brooklyn Nets,Miami Heat,THUNDER,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,54.0,62.0
NB102120626,2026-06-12 09:15:00+00:00,False,Toronto Raptors,Chicago Bulls,PROTOTYPE,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,43.0
NB103120626,2026-06-12 09:19:00+00:00,False,Cleveland Cavaliers,Phoenix Suns,DOUBLEFOUR,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,62.0,69.0
NB104120626,2026-06-12 09:39:00+00:00,False,Los Angeles Lakers,Boston Celtics,HOLLOW,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,50.0
NB105120626,2026-06-12 09:43:00+00:00,False,Brooklyn Nets,Toronto Raptors,THUNDER,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,46.0
NB106120626,2026-06-12 09:47:00+00:00,False,New York Knicks,Boston Celtics,PROTOTYPE,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,61.0
NB107120626,2026-06-12 09:51:00+00:00,False,Charlotte Hornets,Denver Nuggets,DOUBLEFOUR,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,52.0,63.0
NB108120626,2026-06-12 10:11:00+00:00,False,Oklahoma City Thunder,New York Knicks,GALAXY,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,52.0,38.0
NB109120626,2026-06-12 10:15:00+00:00,False,Miami Heat,Chicago Bulls,SHELL,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,59.0,60.0
NB110120626,2026-06-12 10:19:00+00:00,False,Chicago Bulls,Miami Heat,SONIC,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,69.0,60.0
NB111120626,2026-06-12 10:23:00+00:00,False,Phoenix Suns,Milwaukee Bucks,CHARM,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,73.0,63.0
NB112120626,2026-06-12 10:43:00+00:00,False,Los Angeles Lakers,New York Knicks,HOLLOW,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,52.0
NB113120626,2026-06-12 10:47:00+00:00,False,Brooklyn Nets,Chicago Bulls,THUNDER,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,62.0,63.0
NB114120626,2026-06-12 10:51:00+00:00,False,New York Knicks,Los Angeles Lakers,PROTOTYPE,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,56.0,64.0
NB115120626,2026-06-12 10:55:00+00:00,False,Charlotte Hornets,Orlando Magic,DOUBLEFOUR,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,56.0,54.0
NB116120626,2026-06-12 11:15:00+00:00,False,Oklahoma City Thunder,Boston Celtics,GALAXY,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,50.0,45.0
NB117120626,2026-06-12 11:19:00+00:00,False,Miami Heat,Toronto Raptors,SHELL,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,49.0
NB118120626,2026-06-12 11:23:00+00:00,False,Chicago Bulls,Brooklyn Nets,SONIC,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,40.0,45.0
NB119120626,2026-06-12 11:27:00+00:00,False,Phoenix Suns,Memphis Grizzlies,CHARM,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,53.0,50.0
NB120120626,2026-06-12 11:47:00+00:00,False,Orlando Magic,Denver Nuggets,VISIONARY,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,67.0,46.0
NB121120626,2026-06-12 11:51:00+00:00,False,Denver Nuggets,Orlando Magic,COMBO,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,53.0
NB122120626,2026-06-12 11:55:00+00:00,False,Brooklyn Nets,Miami Heat,PROWLER,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,53.0,40.0
NB123120626,2026-06-12 11:59:00+00:00,False,Memphis Grizzlies,Milwaukee Bucks,ORDER,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,54.0,56.0
NB124120626,2026-06-12 12:19:00+00:00,False,Dallas Mavericks,Charlotte Hornets,GALAXY,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,44.0,43.0
NB125120626,2026-06-12 12:23:00+00:00,False,Dallas Mavericks,Charlotte Hornets,SHELL,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,46.0
NB126120626,2026-06-12 12:27:00+00:00,False,Oklahoma City Thunder,New York Knicks,SONIC,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,43.0,54.0
NB127120626,2026-06-12 12:31:00+00:00,False,Dallas Mavericks,Charlotte Hornets,CHARM,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,62.0,55.0
NB128120626,2026-06-12 12:51:00+00:00,False,Denver Nuggets,Orlando Magic,JD,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,38.0,48.0
NB129120626,2026-06-12 12:55:00+00:00,False,Orlando Magic,Denver Nuggets,SCORCH,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,57.0,51.0
NB130120626,2026-06-12 12:59:00+00:00,False,Miami Heat,Brooklyn Nets,SPECTER,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,43.0,48.0
NB131120626,2026-06-12 13:03:00+00:00,False,Milwaukee Bucks,Memphis Grizzlies,ABYSS,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,51.0,61.0
NB132120626,2026-06-12 13:23:00+00:00,False,Orlando Magic,Charlotte Hornets,VISIONARY,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,59.0,69.0
NB133120626,2026-06-12 13:27:00+00:00,False,Denver Nuggets,Charlotte Hornets,COMBO,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,72.0,61.0
NB134120626,2026-06-12 13:31:00+00:00,False,Boston Celtics,New York Knicks,PROWLER,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,50.0,47.0
NB135120626,2026-06-12 13:35:00+00:00,False,Denver Nuggets,Charlotte Hornets,ORDER,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,67.0,88.0
NB136120626,2026-06-12 13:55:00+00:00,False,Denver Nuggets,Dallas Mavericks,JD,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,37.0,41.0
NB137120626,2026-06-12 13:59:00+00:00,False,Orlando Magic,Dallas Mavericks,SCORCH,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,66.0
NB138120626,2026-06-12 14:03:00+00:00,False,Miami Heat,Chicago Bulls,SPECTER,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,48.0
NB139120626,2026-06-12 14:07:00+00:00,False,Milwaukee Bucks,Phoenix Suns,ABYSS,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,51.0,70.0
NB140120626,2026-06-12 14:27:00+00:00,False,Denver Nuggets,Charlotte Hornets,JD,HOLLOW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,50.0,56.0
NB141120626,2026-06-12 14:31:00+00:00,False,Orlando Magic,Charlotte Hornets,SCORCH,THUNDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,75.0,64.0
NB142120626,2026-06-12 14:35:00+00:00,False,Los Angeles Lakers,New York Knicks,SPECTER,PROTOTYPE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,58.0
NB143120626,2026-06-12 14:39:00+00:00,False,Orlando Magic,Charlotte Hornets,ABYSS,DOUBLEFOUR,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,68.0,50.0
NB144120626,2026-06-12 14:59:00+00:00,False,Orlando Magic,Dallas Mavericks,VISIONARY,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,59.0,46.0
NB145120626,2026-06-12 15:03:00+00:00,False,Denver Nuggets,Dallas Mavericks,COMBO,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,48.0,55.0
NB146120626,2026-06-12 15:07:00+00:00,False,Brooklyn Nets,Chicago Bulls,PROWLER,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,45.0,42.0
NB147120626,2026-06-12 15:11:00+00:00,False,Memphis Grizzlies,Phoenix Suns,ORDER,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,65.0,77.0
NB148120626,2026-06-12 15:31:00+00:00,False,Charlotte Hornets,Dallas Mavericks,HOLLOW,GALAXY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,44.0,39.0
NB149120626,2026-06-12 15:35:00+00:00,False,Charlotte Hornets,Dallas Mavericks,THUNDER,SHELL,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,59.0,64.0
NB150120626,2026-06-12 15:39:00+00:00,False,New York Knicks,Oklahoma City Thunder,PROTOTYPE,SONIC,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,42.0
NB151120626,2026-06-12 15:43:00+00:00,False,Charlotte Hornets,Dallas Mavericks,DOUBLEFOUR,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,56.0,54.0
NB152120626,2026-06-12 16:03:00+00:00,False,Charlotte Hornets,Orlando Magic,HOLLOW,VISIONARY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,55.0,59.0
NB153120626,2026-06-12 16:07:00+00:00,False,Charlotte Hornets,Denver Nuggets,THUNDER,COMBO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,72.0,84.0
NB154120626,2026-06-12 16:11:00+00:00,False,Toronto Raptors,Brooklyn Nets,PROTOTYPE,PROWLER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,50.0,47.0
NB155120626,2026-06-12 16:15:00+00:00,False,Cleveland Cavaliers,Memphis Grizzlies,DOUBLEFOUR,ORDER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,64.0,74.0
NB156120626,2026-06-12 16:35:00+00:00,False,Dallas Mavericks,Denver Nuggets,GALAXY,JD,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,49.0,52.0
NB157120626,2026-06-12 16:39:00+00:00,False,Dallas Mavericks,Orlando Magic,SHELL,SCORCH,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,51.0
NB158120626,2026-06-12 16:43:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,SONIC,SPECTER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,62.0,55.0
NB159120626,2026-06-12 16:47:00+00:00,False,Dallas Mavericks,Orlando Magic,CHARM,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,43.0
