externalId,startDate,isCancelled,teamAName,teamBName,participantAName,participantBName,streamName,tournamentName,matchStatus,teamAScore,teamBScore
NB116280626,2026-06-28 12:55:00+00:00,False,Dallas Mavericks,Charlotte Hornets,OMEN,DECOY,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,37.0,48.0
NB229280626,2026-06-28 12:59:00+00:00,False,Brooklyn Nets,Chicago Bulls,WOLVERINE,UNFORGIVEN,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,63.0,54.0
NB118280626,2026-06-28 13:03:00+00:00,False,Memphis Grizzlies,Cleveland Cavaliers,BOMBARDIER,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,43.0,50.0
NB119280626,2026-06-28 13:23:00+00:00,False,Denver Nuggets,Orlando Magic,OUTLAW,DEFIANT,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,59.0,65.0
NB120280626,2026-06-28 13:27:00+00:00,False,Charlotte Hornets,Orlando Magic,DECOY,RIDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,55.0,63.0
NB230280626,2026-06-28 13:31:00+00:00,False,New York Knicks,Boston Celtics,UNFORGIVEN,REND,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,37.0,61.0
NB122280626,2026-06-28 13:35:00+00:00,False,Charlotte Hornets,Dallas Mavericks,CHARM,PUNISHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,60.0
NB242280626,2026-06-28 13:55:00+00:00,False,Orlando Magic,Charlotte Hornets,DEFIANT,DOC,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,66.0,57.0
NB124280626,2026-06-28 13:59:00+00:00,False,Orlando Magic,Dallas Mavericks,RIDER,OMEN,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,47.0
NB125280626,2026-06-28 14:03:00+00:00,False,Brooklyn Nets,Miami Heat,WOLVERINE,REND,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,57.0,51.0
NB126280626,2026-06-28 14:07:00+00:00,False,Memphis Grizzlies,Phoenix Suns,BOMBARDIER,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,69.0
NB127280626,2026-06-28 14:27:00+00:00,False,Charlotte Hornets,Orlando Magic,DOC,DEFIANT,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,55.0,54.0
NB128280626,2026-06-28 14:31:00+00:00,False,Orlando Magic,Charlotte Hornets,RIDER,DECOY,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,46.0,54.0
NB129280626,2026-06-28 14:35:00+00:00,False,Oklahoma City Thunder,New York Knicks,WOLVERINE,UNFORGIVEN,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,50.0,52.0
NB130280626,2026-06-28 14:39:00+00:00,False,Orlando Magic,Dallas Mavericks,BOMBARDIER,PUNISHER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,55.0
NB132280626,2026-06-28 15:03:00+00:00,False,Charlotte Hornets,Dallas Mavericks,DECOY,OMEN,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,54.0,47.0
NB231280626,2026-06-28 15:07:00+00:00,False,Miami Heat,Brooklyn Nets,REND,WOLVERINE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,54.0,46.0
NB134280626,2026-06-28 15:11:00+00:00,False,Cleveland Cavaliers,Phoenix Suns,CHARM,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,59.0,42.0
NB244280626,2026-06-28 15:31:00+00:00,False,Denver Nuggets,Orlando Magic,OUTLAW,DEFIANT,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,61.0,51.0
NB136280626,2026-06-28 15:35:00+00:00,False,Orlando Magic,Dallas Mavericks,RIDER,OMEN,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,53.0,44.0
NB137280626,2026-06-28 15:39:00+00:00,False,New York Knicks,Boston Celtics,UNFORGIVEN,REND,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,59.0
NB138280626,2026-06-28 15:43:00+00:00,False,Dallas Mavericks,Denver Nuggets,PUNISHER,ABYSS,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,58.0,56.0
NB139280626,2026-06-28 16:03:00+00:00,False,Orlando Magic,Denver Nuggets,DEFIANT,OUTLAW,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,53.0,54.0
NB140280626,2026-06-28 16:07:00+00:00,False,Orlando Magic,Charlotte Hornets,RIDER,DECOY,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,50.0,47.0
NB232280626,2026-06-28 16:11:00+00:00,False,Chicago Bulls,Brooklyn Nets,UNFORGIVEN,WOLVERINE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,63.0,55.0
NB142280626,2026-06-28 16:15:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,PUNISHER,CHARM,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,46.0,50.0
NB144280626,2026-06-28 16:39:00+00:00,False,Dallas Mavericks,Charlotte Hornets,OMEN,DECOY,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,32.0,51.0
NB145280626,2026-06-28 16:43:00+00:00,False,Boston Celtics,Oklahoma City Thunder,REND,WOLVERINE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,53.0,67.0
NB146280626,2026-06-28 16:47:00+00:00,False,Denver Nuggets,Orlando Magic,ABYSS,BOMBARDIER,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,69.0,58.0
NB148280626,2026-06-28 17:11:00+00:00,False,Charlotte Hornets,Orlando Magic,DECOY,RIDER,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,53.0
NB233280626,2026-06-28 17:15:00+00:00,False,Oklahoma City Thunder,Boston Celtics,WOLVERINE,REND,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,55.0,41.0
NB151280626,2026-06-28 17:55:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,ENIGMA,SAINT JR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,53.0,40.0
NB152280626,2026-06-28 17:59:00+00:00,False,Brooklyn Nets,Miami Heat,TAAPZ,LANES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,58.0,60.0
NB153280626,2026-06-28 18:03:00+00:00,False,Chicago Bulls,Brooklyn Nets,COMMANDER,AIRFORCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,57.0,48.0
NB154280626,2026-06-28 18:07:00+00:00,False,Phoenix Suns,Memphis Grizzlies,SIGNAL,CLAW,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,39.0,47.0
NB155280626,2026-06-28 18:11:00+00:00,False,Boston Celtics,Los Angeles Lakers,ULTIMATE,STRIKE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,51.0,39.0
NB156280626,2026-06-28 18:15:00+00:00,False,Oklahoma City Thunder,Boston Celtics,WAVE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,51.0,42.0
NB157280626,2026-06-28 18:27:00+00:00,False,New York Knicks,Boston Celtics,OREZ,CALAMITY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,50.0,66.0
NB158280626,2026-06-28 18:31:00+00:00,False,Toronto Raptors,Chicago Bulls,HUNCHO,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,60.0,54.0
NB159280626,2026-06-28 18:35:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,SUPERIOR,LANCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,36.0,59.0
NB160280626,2026-06-28 18:39:00+00:00,False,Orlando Magic,Denver Nuggets,PIRATE,KOBRA,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,50.0,43.0
NB161280626,2026-06-28 18:43:00+00:00,False,Charlotte Hornets,Denver Nuggets,JUGGERNAUT,LEGACY,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,57.0,60.0
NB162280626,2026-06-28 18:47:00+00:00,False,Milwaukee Bucks,Phoenix Suns,WAVE,PRESTIGE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,53.0,44.0
NB163280626,2026-06-28 18:59:00+00:00,False,Boston Celtics,Los Angeles Lakers,CALAMITY,SAINT JR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,50.0,42.0
NB164280626,2026-06-28 19:03:00+00:00,False,Chicago Bulls,Miami Heat,CURSE,LANES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,62.0,64.0
NB165280626,2026-06-28 19:07:00+00:00,False,Miami Heat,Brooklyn Nets,LANCE,AIRFORCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,59.0,55.0
NB166280626,2026-06-28 19:11:00+00:00,False,Milwaukee Bucks,Memphis Grizzlies,KOBRA,CLAW,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,43.0,36.0
NB167280626,2026-06-28 19:15:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,LEGACY,STRIKE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,42.0,38.0
NB168280626,2026-06-28 19:19:00+00:00,False,Los Angeles Lakers,Boston Celtics,PRESTIGE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,43.0,50.0
NB169280626,2026-06-28 19:31:00+00:00,False,New York Knicks,Oklahoma City Thunder,OREZ,ENIGMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,54.0,49.0
NB170280626,2026-06-28 19:35:00+00:00,False,Toronto Raptors,Brooklyn Nets,HUNCHO,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,49.0,54.0
NB171280626,2026-06-28 19:39:00+00:00,False,Los Angeles Lakers,New York Knicks,SUPERIOR,COMMANDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,40.0,61.0
NB172280626,2026-06-28 19:43:00+00:00,False,Orlando Magic,Dallas Mavericks,PIRATE,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,48.0,46.0
NB173280626,2026-06-28 19:47:00+00:00,False,Charlotte Hornets,Orlando Magic,JUGGERNAUT,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,54.0,58.0
NB174280626,2026-06-28 19:51:00+00:00,False,Phoenix Suns,Milwaukee Bucks,PRESTIGE,WAVE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,46.0,52.0
NB175280626,2026-06-28 20:03:00+00:00,False,New York Knicks,Los Angeles Lakers,OREZ,SAINT JR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,48.0
NB176280626,2026-06-28 20:07:00+00:00,False,Toronto Raptors,Miami Heat,HUNCHO,LANES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,52.0,58.0
NB177280626,2026-06-28 20:11:00+00:00,False,Toronto Raptors,Brooklyn Nets,SUPERIOR,AIRFORCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,63.0,58.0
NB178280626,2026-06-28 20:15:00+00:00,False,Cleveland Cavaliers,Memphis Grizzlies,PIRATE,CLAW,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,55.0,54.0
NB179280626,2026-06-28 20:19:00+00:00,False,New York Knicks,Los Angeles Lakers,JUGGERNAUT,STRIKE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,41.0,48.0
NB180280626,2026-06-28 20:23:00+00:00,False,Oklahoma City Thunder,Boston Celtics,WAVE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,43.0,41.0
NB181280626,2026-06-28 20:35:00+00:00,False,Boston Celtics,Oklahoma City Thunder,CALAMITY,ENIGMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,71.0,74.0
NB182280626,2026-06-28 20:39:00+00:00,False,Chicago Bulls,Brooklyn Nets,CURSE,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,64.0,69.0
NB183280626,2026-06-28 20:43:00+00:00,False,Oklahoma City Thunder,New York Knicks,LANCE,COMMANDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,46.0,43.0
NB184280626,2026-06-28 20:47:00+00:00,False,Denver Nuggets,Dallas Mavericks,KOBRA,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,54.0,44.0
NB185280626,2026-06-28 20:51:00+00:00,False,Denver Nuggets,Orlando Magic,LEGACY,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,44.0,54.0
NB186280626,2026-06-28 20:55:00+00:00,False,Milwaukee Bucks,Phoenix Suns,WAVE,PRESTIGE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,64.0,59.0
NB187280626,2026-06-28 21:07:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,SAINT JR,ENIGMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,41.0,47.0
NB188280626,2026-06-28 21:11:00+00:00,False,Miami Heat,Brooklyn Nets,LANES,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,55.0,64.0
NB189280626,2026-06-28 21:15:00+00:00,False,Brooklyn Nets,Chicago Bulls,AIRFORCE,COMMANDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,44.0,43.0
NB190280626,2026-06-28 21:19:00+00:00,False,Memphis Grizzlies,Phoenix Suns,CLAW,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,48.0,55.0
NB191280626,2026-06-28 21:23:00+00:00,False,Los Angeles Lakers,Boston Celtics,STRIKE,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,44.0,41.0
NB192280626,2026-06-28 21:27:00+00:00,False,Los Angeles Lakers,Boston Celtics,PRESTIGE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,44.0,46.0
NB193280626,2026-06-28 21:39:00+00:00,False,Los Angeles Lakers,Boston Celtics,SAINT JR,CALAMITY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,56.0,55.0
NB194280626,2026-06-28 21:43:00+00:00,False,Miami Heat,Chicago Bulls,LANES,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,47.0,63.0
NB195280626,2026-06-28 21:47:00+00:00,False,Boston Celtics,Oklahoma City Thunder,AIRFORCE,LANCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,52.0
NB196280626,2026-06-28 21:51:00+00:00,False,Charlotte Hornets,Denver Nuggets,CLAW,KOBRA,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,54.0,58.0
NB197280626,2026-06-28 21:55:00+00:00,False,Dallas Mavericks,Denver Nuggets,STRIKE,LEGACY,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,51.0,38.0
NB198280626,2026-06-28 21:59:00+00:00,False,Cleveland Cavaliers,Phoenix Suns,CROCODILE,PRESTIGE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,57.0,44.0
NB199280626,2026-06-28 22:11:00+00:00,False,Oklahoma City Thunder,New York Knicks,ENIGMA,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,55.0,41.0
NB200280626,2026-06-28 22:15:00+00:00,False,Brooklyn Nets,Toronto Raptors,TAAPZ,HUNCHO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,58.0
NB201280626,2026-06-28 22:19:00+00:00,False,Chicago Bulls,Toronto Raptors,COMMANDER,SUPERIOR,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,60.0,55.0
NB202280626,2026-06-28 22:23:00+00:00,False,Phoenix Suns,Cleveland Cavaliers,SIGNAL,PIRATE,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,46.0,51.0
NB203280626,2026-06-28 22:27:00+00:00,False,Boston Celtics,New York Knicks,ULTIMATE,JUGGERNAUT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,57.0,56.0
NB204280626,2026-06-28 22:31:00+00:00,False,Boston Celtics,Oklahoma City Thunder,CROCODILE,WAVE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,50.0,62.0
NB205280626,2026-06-28 22:43:00+00:00,False,Los Angeles Lakers,New York Knicks,SAINT JR,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,56.0,59.0
NB206280626,2026-06-28 22:47:00+00:00,False,Miami Heat,Toronto Raptors,LANES,HUNCHO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,61.0,68.0
NB207280626,2026-06-28 22:51:00+00:00,False,Boston Celtics,Los Angeles Lakers,AIRFORCE,SUPERIOR,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,65.0,67.0
NB208280626,2026-06-28 22:55:00+00:00,False,Charlotte Hornets,Orlando Magic,CLAW,PIRATE,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,46.0,59.0
NB209280626,2026-06-28 22:59:00+00:00,False,Dallas Mavericks,Charlotte Hornets,STRIKE,JUGGERNAUT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,54.0,45.0
NB210280626,2026-06-28 23:03:00+00:00,False,Phoenix Suns,Milwaukee Bucks,PRESTIGE,WAVE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,57.0,56.0
NB211280626,2026-06-28 23:15:00+00:00,False,Oklahoma City Thunder,Boston Celtics,ENIGMA,CALAMITY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,66.0
NB212280626,2026-06-28 23:19:00+00:00,False,Brooklyn Nets,Chicago Bulls,TAAPZ,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,48.0,62.0
NB213280626,2026-06-28 23:23:00+00:00,False,Chicago Bulls,Miami Heat,COMMANDER,LANCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,46.0
NB214280626,2026-06-28 23:27:00+00:00,False,Phoenix Suns,Milwaukee Bucks,SIGNAL,KOBRA,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,51.0,54.0
NB215280626,2026-06-28 23:31:00+00:00,False,Boston Celtics,Oklahoma City Thunder,ULTIMATE,LEGACY,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,61.0,50.0
NB216280626,2026-06-28 23:35:00+00:00,False,Los Angeles Lakers,Boston Celtics,PRESTIGE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,46.0,47.0
NB217280626,2026-06-28 23:47:00+00:00,False,Charlotte Hornets,Denver Nuggets,CALAMITY,OREZ,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,58.0,65.0
NB218280626,2026-06-28 23:51:00+00:00,False,Denver Nuggets,Orlando Magic,CURSE,HUNCHO,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,76.0,59.0
NB219280626,2026-06-28 23:55:00+00:00,False,Miami Heat,Toronto Raptors,LANCE,SUPERIOR,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,47.0,43.0
NB220280626,2026-06-28 23:59:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,KOBRA,PIRATE,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,47.0,41.0
NB001290626,2026-06-29 00:03:00+00:00,False,Oklahoma City Thunder,New York Knicks,LEGACY,JUGGERNAUT,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,56.0,42.0
NB002290626,2026-06-29 00:07:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,WAVE,PRESTIGE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,50.0,47.0
NB003290626,2026-06-29 00:19:00+00:00,False,Orlando Magic,Dallas Mavericks,ENIGMA,SAINT JR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,51.0,44.0
NB004290626,2026-06-29 00:23:00+00:00,False,Charlotte Hornets,Dallas Mavericks,TAAPZ,LANES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,62.0,54.0
NB005290626,2026-06-29 00:27:00+00:00,False,New York Knicks,Boston Celtics,COMMANDER,AIRFORCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,48.0,50.0
NB006290626,2026-06-29 00:31:00+00:00,False,Dallas Mavericks,Charlotte Hornets,SIGNAL,CLAW,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,45.0,52.0
NB007290626,2026-06-29 00:35:00+00:00,False,Orlando Magic,Dallas Mavericks,ULTIMATE,STRIKE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,43.0,48.0
NB008290626,2026-06-29 00:39:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,WAVE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,50.0,48.0
NB009290626,2026-06-29 00:51:00+00:00,False,Denver Nuggets,Charlotte Hornets,OREZ,CALAMITY,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,64.0,50.0
NB010290626,2026-06-29 00:55:00+00:00,False,Orlando Magic,Denver Nuggets,HUNCHO,CURSE,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,41.0,71.0
NB011290626,2026-06-29 00:59:00+00:00,False,Toronto Raptors,Miami Heat,SUPERIOR,LANCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,45.0,51.0
NB012290626,2026-06-29 01:03:00+00:00,False,Cleveland Cavaliers,Milwaukee Bucks,PIRATE,KOBRA,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,44.0,53.0
NB013290626,2026-06-29 01:07:00+00:00,False,New York Knicks,Oklahoma City Thunder,JUGGERNAUT,LEGACY,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,43.0,49.0
NB014290626,2026-06-29 01:11:00+00:00,False,Los Angeles Lakers,Oklahoma City Thunder,PRESTIGE,WAVE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,51.0,58.0
NB015290626,2026-06-29 01:23:00+00:00,False,Charlotte Hornets,Dallas Mavericks,CALAMITY,SAINT JR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,37.0,33.0
NB016290626,2026-06-29 01:27:00+00:00,False,Denver Nuggets,Dallas Mavericks,CURSE,LANES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,54.0,58.0
NB017290626,2026-06-29 01:31:00+00:00,False,Oklahoma City Thunder,Boston Celtics,LANCE,AIRFORCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,62.0,55.0
NB018290626,2026-06-29 01:35:00+00:00,False,Denver Nuggets,Charlotte Hornets,KOBRA,CLAW,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,73.0,56.0
NB019290626,2026-06-29 01:39:00+00:00,False,Denver Nuggets,Dallas Mavericks,LEGACY,STRIKE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,34.0,56.0
NB020290626,2026-06-29 01:43:00+00:00,False,Phoenix Suns,Cleveland Cavaliers,PRESTIGE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,49.0,55.0
NB021290626,2026-06-29 01:55:00+00:00,False,Denver Nuggets,Orlando Magic,OREZ,ENIGMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,68.0,59.0
NB022290626,2026-06-29 01:59:00+00:00,False,Orlando Magic,Charlotte Hornets,HUNCHO,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,53.0,58.0
NB023290626,2026-06-29 02:03:00+00:00,False,Toronto Raptors,Chicago Bulls,SUPERIOR,COMMANDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,51.0,59.0
NB024290626,2026-06-29 02:07:00+00:00,False,Cleveland Cavaliers,Phoenix Suns,PIRATE,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,47.0,51.0
NB025290626,2026-06-29 02:11:00+00:00,False,New York Knicks,Boston Celtics,JUGGERNAUT,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,55.0,47.0
NB026290626,2026-06-29 02:15:00+00:00,False,Boston Celtics,Oklahoma City Thunder,CROCODILE,WAVE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,42.0,49.0
NB027290626,2026-06-29 02:27:00+00:00,False,Denver Nuggets,Dallas Mavericks,OREZ,SAINT JR,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,48.0,46.0
NB028290626,2026-06-29 02:31:00+00:00,False,Orlando Magic,Dallas Mavericks,HUNCHO,LANES,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,53.0,71.0
NB029290626,2026-06-29 02:35:00+00:00,False,Los Angeles Lakers,Boston Celtics,SUPERIOR,AIRFORCE,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,50.0,67.0
NB030290626,2026-06-29 02:39:00+00:00,False,Orlando Magic,Charlotte Hornets,PIRATE,CLAW,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,61.0,66.0
NB031290626,2026-06-29 02:43:00+00:00,False,Charlotte Hornets,Dallas Mavericks,JUGGERNAUT,STRIKE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,56.0,69.0
NB032290626,2026-06-29 02:47:00+00:00,False,Milwaukee Bucks,Cleveland Cavaliers,WAVE,CROCODILE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,41.0,44.0
NB033290626,2026-06-29 02:59:00+00:00,False,Charlotte Hornets,Orlando Magic,CALAMITY,ENIGMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,57.0,66.0
NB034290626,2026-06-29 03:03:00+00:00,False,Denver Nuggets,Charlotte Hornets,CURSE,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,69.0,67.0
NB035290626,2026-06-29 03:07:00+00:00,False,Miami Heat,Chicago Bulls,LANCE,COMMANDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,40.0,44.0
NB036290626,2026-06-29 03:11:00+00:00,False,Milwaukee Bucks,Phoenix Suns,KOBRA,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,67.0,40.0
NB037290626,2026-06-29 03:15:00+00:00,False,Oklahoma City Thunder,Boston Celtics,LEGACY,ULTIMATE,Ebasketball 5,Ebasketball H2H GG League,MATCH_ENDED,50.0,58.0
NB038290626,2026-06-29 03:19:00+00:00,False,Oklahoma City Thunder,Los Angeles Lakers,WAVE,PRESTIGE,Ebasketball 6,Ebasketball H2H GG League,MATCH_ENDED,46.0,50.0
NB039290626,2026-06-29 03:31:00+00:00,False,Dallas Mavericks,Orlando Magic,SAINT JR,ENIGMA,Ebasketball 1,Ebasketball H2H GG League,MATCH_ENDED,41.0,46.0
NB040290626,2026-06-29 03:35:00+00:00,False,Dallas Mavericks,Charlotte Hornets,LANES,TAAPZ,Ebasketball 2,Ebasketball H2H GG League,MATCH_ENDED,43.0,48.0
NB041290626,2026-06-29 03:39:00+00:00,False,Boston Celtics,New York Knicks,AIRFORCE,COMMANDER,Ebasketball 3,Ebasketball H2H GG League,MATCH_ENDED,59.0,32.0
NB042290626,2026-06-29 03:43:00+00:00,False,Charlotte Hornets,Dallas Mavericks,CLAW,SIGNAL,Ebasketball 4,Ebasketball H2H GG League,MATCH_ENDED,52.0,49.0
