externalId,startDate,participantAName,participantBName,diff_avg_pts_for,diff_win_rate,diff_form5,diff_form3,diff_form2,diff_net_rating,diff_fatigue,diff_elo,elo_expected_prob_a,h2h_shrunk_full,h2h_shrunk_last5,h2h_n_meetings,avg_pts_for_prev_a,avg_pts_for_prev_b,volatility_prev_a,volatility_prev_b,hours_since_last_a,hours_since_last_b,matches_last_3h_a,matches_last_3h_b,market_prob_a,odds_a,odds_b,target_win_a,target_total
NB123120626,2026-06-12 11:59:00+00:00,ORDER,ABYSS,-3.200000000000003,0.4,0.4,0.3333333333333333,0.5,5.199999999999996,0,32.719014072316895,0.5469477423951807,0.6375581939161445,0.6375581939161445,1,52.8,56.0,6.723094525588644,6.633249580710799,0.5333333333333333,1.0666666666666667,2,2,,,,0,110.0
NB124120626,2026-06-12 12:19:00+00:00,GALAXY,HOLLOW,-0.3333333333333357,0.33333333333333337,0.20000000000000007,0.33333333333333337,0.0,5.833333333333329,0,36.0316548421124,0.5516686162522325,0.7011124108348218,0.7011124108348218,2,50.166666666666664,50.5,6.6758270399005,6.920982589199311,1.0666666666666667,1.6,2,2,,,,1,87.0
NB125120626,2026-06-12 12:23:00+00:00,SHELL,THUNDER,5.0,0.6666666666666667,0.6000000000000001,0.3333333333333333,0.0,14.833333333333336,0,74.70081250951876,0.6058766397723685,0.737251093181579,0.737251093181579,2,55.833333333333336,50.833333333333336,5.076087732365022,9.579491983746669,1.0666666666666667,1.6,2,2,,,,1,96.0
NB126120626,2026-06-12 12:27:00+00:00,SONIC,PROTOTYPE,1.5,-0.16666666666666663,0.0,0.0,0.5,3.6666666666666643,0,4.974872392416728,0.5071589276255498,0.33810595175036656,0.33810595175036656,2,54.666666666666664,53.166666666666664,12.01110597183568,4.445971959725642,1.0666666666666667,1.6,2,2,,,,0,97.0
NB127120626,2026-06-12 12:31:00+00:00,CHARM,DOUBLEFOUR,0.6666666666666714,0.5,0.4,0.6666666666666667,0.5,6.666666666666671,0,48.86155620364252,0.5698574869844365,0.7132383246562911,0.7132383246562911,2,61.833333333333336,61.166666666666664,8.207719943240429,7.2226495600068175,1.0666666666666667,1.6,2,2,,,,1,117.0
NB128120626,2026-06-12 12:51:00+00:00,JD,VISIONARY,-6.166666666666664,0.0,0.2,-0.3333333333333333,-0.5,-6.833333333333336,1,-16.160510173154307,0.4767599140999324,0.31783994273328825,0.31783994273328825,2,46.5,52.666666666666664,5.468089245796926,7.607014306984487,1.0666666666666667,1.0666666666666667,3,2,,,,0,86.0
NB129120626,2026-06-12 12:55:00+00:00,SCORCH,COMBO,4.5,0.6666666666666667,0.6000000000000001,1.0,1.0,0.8333333333333357,1,46.375203543400175,0.5663457330774878,0.7108971553849918,0.7108971553849918,2,56.666666666666664,52.166666666666664,5.24086506854228,10.028293307770106,1.0666666666666667,1.0666666666666667,3,2,,,,1,108.0
NB130120626,2026-06-12 12:59:00+00:00,SPECTER,PROWLER,2.1666666666666714,-0.5,-0.39999999999999997,-0.6666666666666667,-0.5,-8.999999999999993,1,-54.48762673081183,0.4222226042971312,0.2814817361980875,0.2814817361980875,2,54.333333333333336,52.166666666666664,8.358628276617322,5.879342366852493,1.0666666666666667,1.0666666666666667,3,2,,,,0,91.0
NB131120626,2026-06-12 13:03:00+00:00,ABYSS,ORDER,3.0,-0.16666666666666666,0.0,0.0,0.5,-3.6666666666666643,1,-19.59226825483256,0.471834308360702,0.48122287224046795,0.48122287224046795,2,56.0,53.0,5.93295878967653,6.0332412515993425,1.0666666666666667,1.0666666666666667,3,2,,,,0,112.0
NB132120626,2026-06-12 13:23:00+00:00,VISIONARY,HOLLOW,2.5714285714285694,0.0,0.0,0.0,0.5,2.857142857142854,1,6.56283877629312,0.5094435610553456,0.33962904070356376,0.33962904070356376,2,52.0,49.42857142857143,7.164728420068226,6.924765768773768,0.5333333333333333,1.0666666666666667,3,2,,,,0,128.0
NB133120626,2026-06-12 13:27:00+00:00,COMBO,THUNDER,1.857142857142854,0.0,-0.2,-0.3333333333333333,0.0,7.571428571428569,1,16.082242909619936,0.5231276924174769,0.5154184616116513,0.5154184616116513,2,52.0,50.142857142857146,9.165151389911681,8.933617621631441,0.5333333333333333,1.0666666666666667,3,2,,,,1,133.0
NB134120626,2026-06-12 13:31:00+00:00,PROWLER,PROTOTYPE,-1.7142857142857153,0.0,0.20000000000000007,0.6666666666666667,0.5,3.142857142857139,1,13.989285538270224,0.5201213276762094,0.5134142184508063,0.5134142184508063,2,51.57142857142857,53.285714285714285,5.593363414414826,4.070801956792859,0.5333333333333333,1.0666666666666667,3,2,,,,1,97.0
NB135120626,2026-06-12 13:35:00+00:00,ORDER,DOUBLEFOUR,-6.142857142857139,0.0,0.0,0.0,0.0,1.142857142857146,1,4.55542296149315,0.5065554049782446,0.5043702699854964,0.5043702699854964,2,54.142857142857146,60.285714285714285,6.283008075451637,6.993193970194301,0.5333333333333333,1.0666666666666667,3,2,,,,0,155.0
NB136120626,2026-06-12 13:55:00+00:00,JD,GALAXY,-4.0,-0.5714285714285714,-0.8,-1.0,-1.0,-11.142857142857146,0,-76.65277991988796,0.3914434285722564,0.4276289523815042,0.4276289523815042,2,45.285714285714285,49.285714285714285,5.936168397046637,6.524678426668135,1.0666666666666667,1.6,2,2,,,,0,78.0
NB137120626,2026-06-12 13:59:00+00:00,SCORCH,SHELL,1.7142857142857153,0.0,0.19999999999999996,0.33333333333333337,0.0,-3.857142857142854,0,-8.529370013605103,0.4877277151591115,0.491818476772741,0.491818476772741,2,56.714285714285715,55.0,4.785891965429424,5.131601439446885,1.0666666666666667,1.6,2,2,,,,0,118.0
NB138120626,2026-06-12 14:03:00+00:00,SPECTER,SONIC,-0.2857142857142847,-0.2857142857142857,-0.2,0.0,0.0,-6.0,0,-36.544789870871455,0.4476009208093862,0.2984006138729241,0.2984006138729241,2,52.714285714285715,53.0,8.750510189207747,11.81806526749056,1.0666666666666667,1.6,2,2,,,,0,95.0
NB139120626,2026-06-12 14:07:00+00:00,ABYSS,CHARM,-6.571428571428569,-0.8571428571428572,-0.8,-0.6666666666666667,-0.5,-12.57142857142857,0,-99.80672491836822,0.3601913584836673,0.24012757232244486,0.24012757232244486,2,55.285714285714285,61.857142857142854,5.73626724488686,7.492853738253347,1.0666666666666667,1.6,2,2,,,,0,121.0
NB140120626,2026-06-12 14:27:00+00:00,JD,HOLLOW,-7.625,-0.25,-0.6,-0.6666666666666666,-0.5,-6.875,1,-46.27087831042832,0.4338017654241351,0.45586784361609006,0.45586784361609006,2,44.25,51.875,6.22781777878209,9.433034657900015,0.5333333333333333,1.0666666666666667,3,2,,,,0,106.0
NB141120626,2026-06-12 14:31:00+00:00,SCORCH,THUNDER,4.625,0.625,0.6000000000000001,0.6666666666666666,0.5,8.375,1,76.21107487983295,0.6079507039052956,0.7386338026035304,0.7386338026035304,2,56.125,51.5,4.733995594179857,9.118270512704541,0.5333333333333333,1.0666666666666667,3,2,,,,1,139.0
NB142120626,2026-06-12 14:35:00+00:00,SPECTER,PROTOTYPE,-0.5,-0.5,-0.2,-0.3333333333333333,-0.5,-5.0,1,-53.38305787165928,0.4237745048401501,0.44918300322676674,0.44918300322676674,2,52.0,52.5,8.349508112115691,4.375255094603873,0.5333333333333333,1.0666666666666667,3,2,,,,0,105.0
NB143120626,2026-06-12 14:39:00+00:00,ABYSS,DOUBLEFOUR,-9.0,-0.375,-0.2,-0.3333333333333333,-0.5,-9.25,1,-58.53062973344413,0.4165555575320519,0.27770370502136793,0.27770370502136793,2,54.75,63.75,5.52268050859363,11.744299529072451,0.5333333333333333,1.0666666666666667,3,2,,,,1,118.0
