externalId,startDate,participantAName,participantBName,diff_avg_pts_for,diff_win_rate,diff_form5,diff_form3,diff_form2,diff_net_rating,diff_fatigue,diff_elo,elo_expected_prob_a,h2h_shrunk_full,h2h_shrunk_last5,h2h_n_meetings,avg_pts_for_prev_a,avg_pts_for_prev_b,volatility_prev_a,volatility_prev_b,hours_since_last_a,hours_since_last_b,matches_last_3h_a,matches_last_3h_b,market_prob_a,odds_a,odds_b,target_win_a,target_total
NB166080726,2026-07-08 13:59:00+00:00,PROTOTYPE,PACIFIER,1.8560217560217538,0.056643356643356624,0.39999999999999997,0.3333333333333333,0.5,0.7825951825951805,0,1.4364144012222368,0.5020671547145155,0.7008268618858062,0.6675854020953402,6,53.736363636363635,51.88034188034188,8.696384646598915,7.937430307228546,1.0666666666666667,1.6,2,2,,,,1,102.0
NB167080726,2026-07-08 14:03:00+00:00,RIDER,RAMZ,-3.0597701149425305,0.0022988505747126298,-0.19999999999999996,-0.3333333333333333,0.0,-1.5310344827586277,0,18.465540505035733,0.5265490557586591,0.5176993705057727,0.5176993705057727,2,53.50344827586207,56.5632183908046,6.96631193069251,7.689771444611048,1.0666666666666667,1.6,2,2,,,,0,126.0
NB168080726,2026-07-08 14:07:00+00:00,ARCHER,WOLVERINE,0.1062091503267979,0.06740196078431371,0.19999999999999996,0.0,0.0,1.476062091503266,-2,70.58677754672317,0.6002075931282725,0.4956882770657865,0.4889811525014544,19,55.411764705882355,55.30555555555556,7.309964037510161,7.924713736223396,1.0666666666666667,0.5333333333333333,2,4,,,,1,107.0
NB169080726,2026-07-08 14:11:00+00:00,MARKSMAN,ORDER,-2.771153846153851,-0.07500000000000001,0.19999999999999996,0.0,0.0,-1.2326923076923109,0,4.556456658671323,0.5065568923322971,0.5026227569329189,0.4473586188143543,6,53.675,56.44615384615385,7.610342153432242,8.164074771544703,1.0666666666666667,1.6,2,2,,,,1,126.0
NB170080726,2026-07-08 14:15:00+00:00,TORCH,HORNET,-4.821428571428569,-0.21904761904761905,-0.6,-0.6666666666666667,-1.0,-7.402380952380952,-2,-89.11582181722565,0.3744924149733324,0.29149747165777745,0.38866329554370327,8,46.75,51.57142857142857,8.32165848854662,5.482439498721611,1.0666666666666667,0.5333333333333333,2,4,,,,0,96.0
NB172080726,2026-07-08 14:31:00+00:00,PROTOTYPE,TD24,2.4925753339546404,-0.008511960236098126,0.19999999999999996,0.0,0.5,0.5145076110593294,1,-21.80300305929268,0.4686640799689294,0.20533259427683698,0.31940625776396864,10,53.747747747747745,51.255172413793105,8.657596211072226,6.577296082341839,0.5333333333333333,1.0666666666666667,3,2,,,,0,99.0
NB173080726,2026-07-08 14:35:00+00:00,RIDER,PROWLER,4.024809741248099,0.0931506849315068,-0.39999999999999997,0.0,0.0,0.5936073059360751,1,59.3358056425036,0.5845704730784264,0.5563803153856176,0.5563803153856176,2,53.513698630136986,49.48888888888889,6.943353359938094,7.034403193081007,0.5333333333333333,1.0666666666666667,3,2,,,,1,115.0
NB174080726,2026-07-08 14:39:00+00:00,ARCHER,MACHINE,-5.899726402188783,0.08714090287277709,0.0,-0.6666666666666667,-0.5,1.5383036935704553,0,109.13483477943328,0.6520881500315191,0.6340293833438397,0.6231502889028975,8,55.47674418604651,61.37647058823529,7.29177900375976,8.329489309487272,0.5333333333333333,1.0666666666666667,3,3,,,,0,88.0
NB175080726,2026-07-08 14:43:00+00:00,MARKSMAN,ABYSS,-2.091243020863942,0.05950631795474581,0.19999999999999996,0.3333333333333333,0.0,1.0298266235674376,1,115.59563866538224,0.6604773085984819,0.6268788038215475,0.6268788038215475,5,53.926829268292686,56.01807228915663,7.685669274378254,7.900497024308421,0.5333333333333333,1.0666666666666667,3,2,,,,1,92.0
NB176080726,2026-07-08 14:47:00+00:00,TORCH,WARDEN,-0.653679653679653,-0.028138528138528185,0.0,-0.3333333333333333,-0.5,-2.212121212121211,0,-14.12925895655735,0.4796775638766909,0.5322084811928279,0.5465233617229737,9,46.61904761904762,47.27272727272727,8.133118654465767,7.092462922217522,0.5333333333333333,1.0666666666666667,3,3,,,,1,83.0
NB177080726,2026-07-08 14:59:00+00:00,HYPER,HOLLOW,-0.8220313666915615,0.14645257654966398,0.19999999999999996,0.3333333333333333,0.0,2.691859596713968,0,78.19678187064233,0.6106717732995464,0.6977074837279273,0.8269652325775761,21,54.70873786407767,55.53076923076923,8.060592918347693,8.118491154672972,1.6,1.0666666666666667,2,2,,,,0,112.0
NB178080726,2026-07-08 15:03:00+00:00,DIMES,PACIFIER,6.305161093296682,0.08291342189647277,0.6000000000000001,0.6666666666666666,0.5,0.8344785463429503,0,58.1987322542891,0.5829800328530932,0.8716861639547979,0.8146577923791525,9,58.14414414414414,51.83898305084746,8.35882423968483,7.916196033495882,1.6,1.0666666666666667,2,2,,,,0,107.0
NB179080726,2026-07-08 15:07:00+00:00,ALLFATHER,RAMZ,-6.110251450676984,0.010638297872340385,0.0,0.0,0.0,-0.9405222437137368,0,17.22853169516611,0.5247735479313894,0.5165156986209263,0.5165156986209263,2,50.61702127659574,56.72727272727273,7.645837718169339,7.79880225511713,1.6,1.0666666666666667,2,2,,,,1,119.0
NB180080726,2026-07-08 15:11:00+00:00,WOLVERINE,ARCHER,-0.08045977011494188,-0.06896551724137923,0.0,-0.3333333333333333,-0.5,-1.6620689655172427,0,-80.93303578676068,0.3855899584504628,0.48093165974174384,0.39359553708909456,20,55.241379310344826,55.32183908045977,7.934870178582496,7.391846943059477,1.0666666666666667,0.5333333333333333,3,3,,,,0,99.0
NB181080726,2026-07-08 15:15:00+00:00,CHARM,ORDER,-0.031653066596476265,0.13312713872071597,0.19999999999999996,0.0,0.0,3.4869702553303483,0,56.44542616284844,0.5805242828383956,0.6528838852541433,0.7024552368170647,21,56.456896551724135,56.48854961832061,7.427788296694363,8.147077259987865,1.6,1.0666666666666667,2,2,,,,0,105.0
NB182080726,2026-07-08 15:19:00+00:00,HORNET,TORCH,5.045454545454547,0.22727272727272724,0.6,0.6666666666666667,0.5,7.31818181818182,0,94.11166232953384,0.6322194827325457,0.7329906100715525,0.7254308812144648,9,51.59090909090909,46.54545454545455,5.351093265324306,7.944613465542746,1.0666666666666667,0.5333333333333333,3,3,,,,0,85.0
NB183080726,2026-07-08 15:31:00+00:00,CHIEF,HOLLOW,3.52249314459349,0.035722226339583496,0.19999999999999996,0.0,0.0,-0.04016897650634377,-1,12.824929895794869,0.5184481794805879,0.5768448179480588,0.674865857546928,36,59.0873786407767,55.56488549618321,7.760011618290909,8.09662725283827,2.1333333333333333,0.5333333333333333,1,2,,,,0,129.0
NB184080726,2026-07-08 15:35:00+00:00,TD24,PACIFIER,-0.6189708760216419,0.07206170139288592,0.39999999999999997,0.3333333333333333,0.0,0.37941752043283117,0,41.093221494517365,0.5588636706428003,0.5168181916122286,0.3594949647301335,10,51.24657534246575,51.865546218487395,6.555399610466557,7.887905749587224,1.0666666666666667,0.5333333333333333,2,2,,,,0,100.0
NB185080726,2026-07-08 15:39:00+00:00,PROWLER,RAMZ,-7.176355642403514,-0.10307767464582313,-0.19999999999999996,-0.6666666666666666,-0.5,-2.5224719101123583,0,-69.95164366674749,0.4006700453633963,0.3718114544933693,0.3718114544933693,3,49.56521739130435,56.741573033707866,6.9750417725966765,7.755537742752886,1.0666666666666667,0.5333333333333333,2,2,,,,0,90.0
NB186080726,2026-07-08 15:43:00+00:00,MACHINE,WOLVERINE,6.019592226823825,-0.0020707231602421494,0.6000000000000001,1.0,1.0,0.28528193692257986,0,-2.4935379718513104,0.4964115720101877,0.3065881760031347,0.4428495875600834,9,61.19767441860465,55.178082191780824,8.444726537475898,7.94436250475713,1.0666666666666667,0.5333333333333333,3,3,,,,0,103.0
NB187080726,2026-07-08 15:47:00+00:00,ABYSS,ORDER,-0.5235891852658341,-0.1227544910179641,-0.39999999999999997,-0.3333333333333333,0.0,-2.18866811830884,0,-111.1716716437836,0.3452565795961779,0.31613961995513085,0.37566959093163466,32,55.946107784431135,56.46969696969697,7.931375459975886,8.118811812758263,1.0666666666666667,0.5333333333333333,2,2,,,,0,107.0
NB188080726,2026-07-08 15:51:00+00:00,WARDEN,HORNET,-4.260869565217391,-0.2173913043478261,-0.6000000000000001,-0.3333333333333333,-0.5,-5.5217391304347885,0,-91.39298540481104,0.3714268861088135,0.34505442649501955,0.38730083827058376,9,46.869565217391305,51.130434782608695,7.19409067995827,5.675340180641854,1.0666666666666667,0.5333333333333333,3,3,,,,0,82.0
NB189080726,2026-07-08 16:03:00+00:00,CHIEF,HYPER,4.45192307692308,-0.10576923076923073,0.0,0.3333333333333333,0.5,-2.576923076923073,0,-47.81021998914571,0.4316265962892353,0.45450037559746714,0.525167376128549,13,59.13461538461539,54.68269230769231,7.7372603619683895,8.025764849468828,0.5333333333333333,1.0666666666666667,2,2,,,,1,124.0
NB190080726,2026-07-08 16:07:00+00:00,TD24,DIMES,-6.885204081632651,-0.005102040816326481,0.0,0.0,0.0,-0.4642857142857153,1,-14.6571014034555,0.4789192398499637,0.605029433017385,0.43507521771109503,19,51.204081632653065,58.089285714285715,6.553195158684887,8.341315353560363,0.5333333333333333,1.0666666666666667,3,2,,,,1,124.0
NB191080726,2026-07-08 16:11:00+00:00,PROWLER,ALLFATHER,-1.4716312056737593,-0.13785460992907805,-0.6000000000000001,-1.0,-1.0,-1.8683510638297847,1,-107.3721701039633,0.3502173647696683,0.3429813512969533,0.3429813512969533,3,49.361702127659576,50.833333333333336,7.038482827857069,7.7110954414921755,0.5333333333333333,1.0666666666666667,3,2,,,,1,93.0
NB192080726,2026-07-08 16:15:00+00:00,MACHINE,ARCHER,5.716039707419014,-0.08516196447230928,0.4,0.0,0.0,-1.6410658307210042,0,-109.24897972505732,0.3477627956721769,0.4146962448222083,0.37678346474318974,9,61.01149425287356,55.29545454545455,8.57320630487199,7.353408922365145,0.5333333333333333,1.0666666666666667,3,3,,,,0,115.0
NB193080726,2026-07-08 16:19:00+00:00,ABYSS,CHARM,-0.4995421245421241,-0.24893162393162394,-0.2,0.0,0.0,-5.621794871794876,1,-159.715198158799,0.2850812676300693,0.23801083568400924,0.4600361189466975,26,55.910714285714285,56.41025641025641,7.920889048527072,7.412889341003471,0.5333333333333333,1.0666666666666667,3,2,,,,0,132.0
NB194080726,2026-07-08 16:23:00+00:00,WARDEN,TORCH,0.14855072463768693,-0.05978260869565216,-0.2,-0.6666666666666666,-1.0,1.204710144927546,0,-17.273324113047465,0.4751621492560729,0.4214748997874494,0.32229428855825465,10,46.583333333333336,46.43478260869565,7.1743302469815005,7.780079965448601,0.5333333333333333,1.0666666666666667,3,3,,,,1,96.0
NB195080726,2026-07-08 16:35:00+00:00,HOLLOW,HOGGY,-7.18863636363637,-0.10757575757575755,0.19999999999999996,1.0,1.0,-0.06818181818182012,2,-16.081692390480157,0.476873098148219,0.406323081917228,0.43416582139920845,13,55.63636363636363,62.825,8.10736422117884,11.09143235992862,1.0666666666666667,2.6666666666666665,3,1,,,,1,122.0
NB196080726,2026-07-08 16:39:00+00:00,PACIFIER,PROTOTYPE,-1.8136904761904802,-0.05119047619047623,0.0,0.0,0.5,-0.7875000000000014,1,3.834278228126777,0.5055177459276535,0.274733725791874,0.3357856648567349,7,51.891666666666666,53.705357142857146,7.859903385697118,8.630177926466583,1.0666666666666667,2.1333333333333333,3,2,,,,0,75.0
NB197080726,2026-07-08 16:43:00+00:00,RAMZ,RIDER,3.095238095238095,0.003401360544217691,0.19999999999999996,0.3333333333333333,0.0,1.7956916099773252,1,2.175590968481401,0.5031308861613701,0.5732176492350687,0.5732176492350687,3,56.666666666666664,53.57142857142857,7.744516001009206,6.954844571498246,1.0666666666666667,2.1333333333333333,3,2,,,,1,108.0
NB198080726,2026-07-08 16:47:00+00:00,WOLVERINE,ARCHER,-0.16227165023313006,-0.07849881525643965,-0.39999999999999997,-0.3333333333333333,-0.5,-1.7366811893296656,-1,-89.94365777228745,0.3733767980448295,0.45974028768717273,0.2770563546865909,21,55.197278911564624,55.359550561797754,7.92052946876098,7.336470527147908,1.0666666666666667,0.5333333333333333,3,4,,,,1,109.0
NB199080726,2026-07-08 16:51:00+00:00,ORDER,MARKSMAN,2.6879699248120303,0.051378446115288245,-0.20000000000000007,0.0,0.0,1.06892230576441,1,-7.746864144052097,0.4888532135297301,0.4504920776471746,0.4394903171243245,7,56.473684210526315,53.785714285714285,8.08813098551918,7.646251159517656,1.0666666666666667,2.1333333333333333,3,2,,,,1,111.0
NB200080726,2026-07-08 16:55:00+00:00,HORNET,TORCH,4.458333333333336,0.20833333333333331,0.4,0.0,0.0,6.958333333333336,-1,94.18737366121354,0.6323208150895085,0.6806630900255739,0.7254759178175594,10,50.75,46.291666666666664,5.855135241448497,7.641301770877996,1.0666666666666667,0.5333333333333333,3,4,,,,1,113.0
NB201080726,2026-07-08 17:07:00+00:00,HYPER,HOGGY,-7.964459930313595,0.03368176538908252,0.2,0.0,0.0,2.5558652729384335,1,34.311836976915174,0.549218795935074,0.7283482274100211,0.577430575971144,10,54.74285714285714,62.707317073170735,8.010844298426127,10.977804658580474,1.0666666666666667,0.5333333333333333,2,1,,,,1,122.0
NB202080726,2026-07-08 17:11:00+00:00,DIMES,PROTOTYPE,4.504424778761063,0.008849557522123908,-0.19999999999999996,-0.3333333333333333,-0.5,-0.212389380530972,0,18.08311466577311,0.5260002205565292,0.6104000882226117,0.6782223202473463,6,58.10619469026549,53.60176991150443,8.305938959411606,8.661841423129596,1.0666666666666667,0.5333333333333333,2,2,,,,1,134.0
NB203080726,2026-07-08 17:15:00+00:00,ALLFATHER,RIDER,-2.7857142857142847,0.016960838389409816,0.19999999999999996,0.3333333333333333,0.0,0.9400165471594022,0,28.390510783472564,0.5407665335364631,0.5726916333841158,0.6847851260162058,12,50.714285714285715,53.5,7.675719293112969,6.985407530512942,1.0666666666666667,0.5333333333333333,2,2,,,,1,95.0
NB204080726,2026-07-08 17:19:00+00:00,ARCHER,WOLVERINE,0.1127627627627632,0.06861861861861862,0.19999999999999996,0.0,-0.5,1.62567567567568,1,70.04284993141277,0.5994560242927831,0.5153009268142743,0.5997582330190148,22,55.32222222222222,55.20945945945946,7.303728119559519,7.894933687949555,0.5333333333333333,0.5333333333333333,4,3,,,,0,103.0
NB205080726,2026-07-08 17:23:00+00:00,CHARM,MARKSMAN,2.7960189199842347,0.18525817895151753,-0.19999999999999996,-0.3333333333333333,0.0,4.614308238076475,0,43.4183545782073,0.5621607827095517,0.568058466439837,0.472071458982023,7,56.516949152542374,53.72093023255814,7.47157925713721,7.566610807624787,1.0666666666666667,0.5333333333333333,2,2,,,,0,120.0
NB206080726,2026-07-08 17:27:00+00:00,TORCH,HORNET,-4.800000000000004,-0.24,-0.4,-0.3333333333333333,-1.0,-7.720000000000006,1,-111.3863419371794,0.3449772881341684,0.2919939435024449,0.26443435028185264,11,46.44,51.24,7.517091636175967,6.233511583904105,0.5333333333333333,0.5333333333333333,4,3,,,,1,123.0
NB207080726,2026-07-08 17:55:00+00:00,KARMA,OCEAN,2.153283302063791,0.08186366479049406,0.0,0.0,0.5,0.40312695434646884,0,62.76202846316437,0.5893520119735541,0.49429632191576867,0.484156449766024,21,53.59230769230769,51.4390243902439,7.68437068163741,7.9239689730769065,13.266666666666667,13.866666666666667,0,0,,,,1,115.0
NB208080726,2026-07-08 17:59:00+00:00,TAAPZ,CURSE,1.8635090399796255,0.2887700534759359,0.4,0.33333333333333337,0.0,3.6333078686019817,0,215.1839947591457,0.7753374136208772,0.6455772413166826,0.6779277393870564,7,59.883116883116884,58.01960784313726,6.2512609801080705,9.07852454108801,37.333333333333336,12.866666666666667,0,0,,,,1,127.0
NB209080726,2026-07-08 18:03:00+00:00,CALAMITY,UNDERRATED,-0.5318320822907978,-0.10972106384950425,0.19999999999999996,0.3333333333333333,1.0,-3.442220368825872,0,-115.60509573835247,0.3395104836593105,0.3395104836593105,0.3395104836593105,0,57.303030303030305,57.8348623853211,8.638374924475498,9.010810134857042,62.0,12.866666666666667,0,0,,,,1,106.0
NB210080726,2026-07-08 18:07:00+00:00,MYTH,DAGGER,-3.3540630182421225,0.10762852404643447,0.4,0.3333333333333333,0.0,1.8170812603648443,0,73.69278647876149,0.6044901728645896,0.4925418810416689,0.4908845212731509,7,50.201492537313435,53.55555555555556,7.414454335548157,7.0839446750945365,110.6,84.93333333333334,0,0,,,,0,87.0
NB211080726,2026-07-08 18:11:00+00:00,SILVER,KOBRA,-4.919191919191917,-0.3341750841750841,-0.20000000000000007,0.33333333333333337,0.0,-5.369528619528616,0,-163.2967927418008,0.2808979384913365,0.303370250566478,0.303370250566478,3,52.111111111111114,57.03030303030303,7.027759820859596,8.52747342595115,132.86666666666667,133.4,0,0,,,,0,106.0
NB212080726,2026-07-08 18:15:00+00:00,STING,BLADE,-5.739448659044768,0.013623250347259308,0.4,0.6666666666666666,0.5,-0.1582434020728698,0,79.28304970137833,0.6121574164177148,0.6121574164177148,0.6121574164177148,0,47.41361256544503,53.1530612244898,8.070845715592256,7.666168871833612,13.0,36.86666666666667,0,0,,,,1,101.0
NB213080726,2026-07-08 18:27:00+00:00,MARINE,OCEAN,3.5645161290322562,0.0847996089931573,0.19999999999999996,0.3333333333333333,0.5,0.969941348973606,-1,87.57699738066685,0.62343027824517,0.5903382829982436,0.4993023458867422,7,55.0,51.435483870967744,7.652048493955469,7.891790460632776,37.86666666666667,0.5333333333333333,0,1,,,,0,102.0
NB214080726,2026-07-08 18:31:00+00:00,HUNCHO,BULLSEYE,-2.984421165726566,-0.15968305130271288,0.4,0.33333333333333337,0.0,-3.174724684394306,0,-80.55895380586298,0.3861002440930186,0.16962673175813828,0.28271121959689716,11,55.46078431372549,58.445205479452056,8.595038366829797,7.746884421065612,13.333333333333334,37.333333333333336,0,0,,,,0,116.0
NB215080726,2026-07-08 18:35:00+00:00,SAINT JR,BABYLON,-3.4268108651911504,-0.06011066398390347,-0.20000000000000007,0.33333333333333337,0.0,-0.3254527162977894,0,-28.00256040202817,0.4597881107920472,0.4597881107920472,0.4597881107920472,0,51.12676056338028,54.55357142857143,7.047819596359636,9.996216816843797,61.333333333333336,61.266666666666666,0,0,,,,1,90.0
NB216080726,2026-07-08 18:39:00+00:00,HORROR,CYPHER,4.895204008589836,0.02211882605583393,0.6,1.0,1.0,1.4292054402290617,0,67.95198873556637,0.596562658334609,0.596562658334609,0.596562658334609,0,54.91338582677165,50.018181818181816,9.41041606458962,6.740241764892984,13.4,37.93333333333333,0,0,,,,1,113.0
NB217080726,2026-07-08 18:43:00+00:00,SILVER,NIGHTHAWK,-3.8844473569244187,-0.14569681083442548,0.6,0.6666666666666666,0.5,-2.0474006116207946,1,-75.94286883683662,0.3924173450612183,0.3924173450612183,0.3924173450612183,0,52.091743119266056,55.976190476190474,6.9980702160107064,9.11238557430753,0.5333333333333333,109.46666666666667,1,0,,,,0,102.0
NB218080726,2026-07-08 18:47:00+00:00,ULTIMATE,SUPERIOR,-4.094017094017097,-0.08034188034188033,0.0,-0.3333333333333333,0.0,-1.1615384615384627,0,5.494332908850993,0.5079063215938197,0.33684725404169763,0.33684725404169763,5,52.44444444444444,56.53846153846154,8.364063190739095,9.258688646036523,85.53333333333333,62.0,0,0,,,,0,123.0
NB219080726,2026-07-08 18:59:00+00:00,OCEAN,KARMA,-2.2237557251908413,-0.08488549618320618,0.0,-0.6666666666666667,-0.5,-0.5731908396946608,1,-73.07860093448721,0.3963554210124612,0.48405468015576325,0.3983801871166494,22,51.448,53.67175572519084,7.861149878952495,7.7085793843279715,0.5333333333333333,1.0666666666666667,2,1,,,,1,107.0
NB220080726,2026-07-08 19:03:00+00:00,BULLSEYE,CURSE,0.3335949764521189,0.04539508110936674,0.20000000000000007,0.33333333333333337,0.5,-0.028519099947672544,0,39.60304469198536,0.5567478011149323,0.7304993717471235,0.5807768004955255,10,58.44897959183673,58.11538461538461,7.7204440157901875,9.015572249526114,0.5333333333333333,1.0666666666666667,1,1,,,,0,114.0
NB221080726,2026-07-08 19:07:00+00:00,BABYLON,UNDERRATED,-3.42966507177033,-0.00031897926634760765,0.19999999999999996,0.6666666666666666,0.5,-1.844497607655498,0,8.359655344753946,0.5120281900304996,0.20481127601219984,0.2275680844579998,6,54.31578947368421,57.74545454545454,10.067908519394049,9.018265220631848,0.5333333333333333,1.0666666666666667,1,1,,,,1,100.0
NB222080726,2026-07-08 19:11:00+00:00,CYPHER,DAGGER,-3.4953964953964913,0.04890604890604894,-0.2,-0.3333333333333333,-0.5,1.6170676170676188,0,0.3344742970898551,0.500481347057842,0.5334616925487577,0.5557694875812631,11,50.054054054054056,53.54945054945055,6.7201702330140405,7.044720223549195,0.5333333333333333,1.0666666666666667,1,1,,,,1,99.0
NB223080726,2026-07-08 19:15:00+00:00,NIGHTHAWK,KOBRA,-1.0705882352941174,-0.1941176470588235,-0.6000000000000001,-0.6666666666666667,-0.5,-3.3941176470588275,0,-92.33340054880044,0.3701638923197693,0.3701638923197693,0.3701638923197693,0,55.92941176470588,57.0,9.068244219323192,8.39913415450989,0.5333333333333333,1.0666666666666667,1,1,,,,0,111.0
NB224080726,2026-07-08 19:19:00+00:00,SUPERIOR,BLADE,3.520009252833674,-0.041869072403423524,0.4,0.3333333333333333,0.5,-1.4396638137096218,0,-24.708274984325044,0.4645017579692831,0.5511438616967332,0.5511438616967332,3,56.6412213740458,53.121212121212125,9.297699221014986,7.633536007981995,0.5333333333333333,1.0666666666666667,1,1,,,,0,98.0
NB225080726,2026-07-08 19:31:00+00:00,MARINE,KARMA,1.3043871551334192,-0.008367254635911259,0.0,-0.3333333333333333,-0.5,0.4240162822252316,-1,12.176542222518265,0.5175162818002174,0.4535032563600435,0.45222945857787444,16,54.91044776119403,53.60606060606061,7.629153301612341,7.716105468392219,1.0666666666666667,0.5333333333333333,1,2,,,,0,111.0
NB226080726,2026-07-08 19:35:00+00:00,HUNCHO,TAAPZ,-4.460169280557629,-0.42245456808563603,-0.19999999999999996,-0.33333333333333337,-0.5,-6.837689818272338,0,-270.79821180435465,0.1738131891557686,0.057937729718589535,0.07725030629145271,8,55.47572815533981,59.93589743589744,8.554146638308797,6.228004920361356,1.0666666666666667,1.6,1,1,,,,0,95.0
NB227080726,2026-07-08 19:39:00+00:00,SAINT JR,CALAMITY,-6.198111888111889,0.05153846153846159,0.20000000000000007,0.0,0.0,1.2426573426573455,0,88.92862212106706,0.6252551235358046,0.4376275617679023,0.4376275617679023,4,51.11188811188811,57.31,7.025211033976129,8.594918630366799,1.0666666666666667,1.6,1,1,,,,0,93.0
NB228080726,2026-07-08 19:43:00+00:00,HORROR,MYTH,4.863831018518518,-0.018113425925925908,0.6000000000000001,1.0,1.0,1.673379629629629,0,39.50427791928291,0.5566074906802451,0.4589170955716445,0.3584922180801089,27,54.9453125,50.08148148148148,9.38025115402559,7.517196059356426,1.0666666666666667,1.6,1,1,,,,1,107.0
NB229080726,2026-07-08 19:47:00+00:00,NIGHTHAWK,SILVER,3.799365750528544,0.1475687103594081,-0.39999999999999997,0.0,0.5,1.9348837209302374,0,77.80710615152088,0.6101383273432183,0.6881106618745746,0.6881106618745746,1,55.872093023255815,52.07272727272727,9.030401608720084,6.968749497432448,0.5333333333333333,1.0666666666666667,2,2,,,,0,105.0
NB230080726,2026-07-08 19:51:00+00:00,ULTIMATE,STING,5.018257783882788,-0.15184294871794873,-0.39999999999999997,-0.6666666666666666,-0.5,-2.7637934981684893,0,-133.82608598664433,0.31640018141013,0.31640018141013,0.31640018141013,0,52.45054945054945,47.432291666666664,8.317670261776346,8.053850105822095,1.0666666666666667,1.6,1,1,,,,1,100.0
NB231080726,2026-07-08 20:03:00+00:00,MARINE,OCEAN,3.2770774976657364,0.059990662931839356,-0.19999999999999996,-0.6666666666666666,-1.0,0.4936974789915993,-1,41.61304857265054,0.5596012631312368,0.5198670877104122,0.35982278361388303,8,54.80882352941177,51.53174603174603,7.618236864499371,7.885872439177806,0.5333333333333333,1.0666666666666667,2,3,,,,0,108.0
NB232080726,2026-07-08 20:07:00+00:00,HUNCHO,CURSE,-2.7382075471698144,-0.1340711175616836,0.0,-0.3333333333333333,-0.5,-3.2512699564586427,0,-59.6633386975866,0.4149717270172809,0.38832390900576036,0.4066541008965693,8,55.375,58.113207547169814,8.574275706057925,8.928477295792401,0.5333333333333333,1.0666666666666667,2,2,,,,0,109.0
NB233080726,2026-07-08 20:11:00+00:00,SAINT JR,UNDERRATED,-6.604166666666664,-0.046171171171171144,0.6000000000000001,0.6666666666666666,0.5,-1.9757882882882853,0,-2.677018945920736,0.4961475362886285,0.45314455865041037,0.5538433494616126,7,51.0625,57.666666666666664,7.025646076853204,9.0154749114391,0.5333333333333333,1.0666666666666667,2,2,,,,0,110.0
NB234080726,2026-07-08 20:15:00+00:00,HORROR,DAGGER,1.5294910684192757,0.08771486349848334,0.8,0.6666666666666667,0.5,3.2888439501179576,0,100.80309404043965,0.6411293593606489,0.6520739196346564,0.6520739196346564,3,55.007751937984494,53.47826086956522,9.37041231419325,7.039103122299323,0.5333333333333333,1.0666666666666667,2,2,,,,0,123.0
NB235080726,2026-07-08 20:19:00+00:00,SILVER,KOBRA,-4.977606177606184,-0.3495495495495496,-0.20000000000000007,-0.6666666666666667,-0.5,-5.494980694980697,1,-174.00383895270852,0.2686178005601464,0.2593089002800732,0.2593089002800732,4,52.108108108108105,57.08571428571429,6.9470089722796295,8.290219001476197,0.5333333333333333,1.0666666666666667,3,2,,,,1,106.0
NB236080726,2026-07-08 20:23:00+00:00,ULTIMATE,BLADE,-0.6734782608695653,-0.12869565217391304,0.0,0.0,0.0,-2.90608695652174,0,-43.31700118861272,0.4379828273682048,0.4379828273682048,0.4379828273682048,0,52.45652173913044,53.13,8.272040878539316,7.595393340703297,0.5333333333333333,1.0666666666666667,2,2,,,,0,106.0
NB237080726,2026-07-08 20:35:00+00:00,OCEAN,KARMA,-2.1097625954650425,-0.07572079805813747,-0.20000000000000007,0.33333333333333337,0.5,-0.38428749037949217,1,-46.88737449246128,0.4329303134789991,0.5085822686635554,0.5257468059906663,23,51.56692913385827,53.67669172932331,7.86451801889609,7.729860314881673,0.5333333333333333,1.0666666666666667,4,3,,,,1,81.0
NB238080726,2026-07-08 20:39:00+00:00,BULLSEYE,TAAPZ,-1.377694149846043,-0.2619739993157715,-0.4,-0.33333333333333337,-0.5,-3.6790112897707843,0,-190.41387586573612,0.2504694011984124,0.10009388023968246,0.11131973386596106,16,58.432432432432435,59.81012658227848,7.696772149805126,6.288116487321975,1.6,1.0666666666666667,2,2,,,,0,110.0
NB239080726,2026-07-08 20:43:00+00:00,BABYLON,CALAMITY,-2.969102082622051,0.10139979515192904,-0.20000000000000007,-0.33333333333333337,-0.5,1.3489245476271847,0,91.81926055409303,0.6291458276751655,0.6291458276751655,0.6291458276751655,0,54.258620689655174,57.227722772277225,9.988695970292264,8.591718324198965,1.6,1.0666666666666667,2,2,,,,0,138.0
NB240080726,2026-07-08 20:47:00+00:00,CYPHER,MYTH,0.03466386554621437,-0.03991596638655465,0.0,0.3333333333333333,0.5,0.35609243697478377,0,-21.55646037936026,0.4690175054819427,0.48967250182731425,0.4306744468808634,8,50.07142857142857,50.036764705882355,6.69235719217413,7.507436400475835,1.6,1.0666666666666667,2,2,,,,1,89.0
NB241080726,2026-07-08 20:51:00+00:00,SILVER,NIGHTHAWK,-3.650246305418719,-0.13084975369458124,0.39999999999999997,0.3333333333333333,1.0,-1.716748768472911,1,-42.70555882085364,0.438849414540429,0.4592329430269526,0.4592329430269526,2,52.142857142857146,55.793103448275865,6.9254162301907884,9.007926652798481,0.5333333333333333,1.0666666666666667,4,3,,,,1,103.0
